,diary_index,title_raw,value_raw,title,value,owner
3874,231,"All Other Pension, Life Insurance, Healthcare",My monthly pension is deducted from my paycheck pre-tax. My life insurance and healthcare expenses for my high deductible plan are also auto-deducted from my paycheck.,misc,,diarist
3875,231,Therapy Appointments,"$240/week for co-pays. (I have to meet a $1,500 deductible each year for my healthcare plan.)",misc,960,diarist
3876,231,Parking,$205/month for parking downtown,auto,205,diarist
3877,231,Roth IRA,$200,savings,200,diarist
3878,231,HOA Dues,$185,misc,185,diarist
3879,231,Auto & Homeowner's Insurance,$156,misc,156,diarist
3880,231,Cell Phone,$70,utilities,70,diarist
3881,231,Google Music,$10.36,entertainment,10.36,diarist
3882,231,Other,"My partner makes $98,000/year, so he pays for our $68/month solar panels, the $40 secondary HOA monthly dues, our variable gas bill ($25-$95 from summer to winter), and our $70/month security system bill. He also pays for almost all our restaurant meals. We do maintain almost totally separate finances. We have one joint account at our credit union that we use to pay the mortgage; when that is due, he transfers money to the joint account, and I transfer it into my account and pay the mortgage. (We each have various bill pay, ACH, and other accounts set up to debit from our individual checking accounts to pay the bills.)",misc,,diarist
3883,232,Occupation,Content Marketing Manager,occupation,content marketing manager,diarist
3884,232,Industry,Tech,industry,tech,diarist
3885,232,Age,25,age,25,diarist
3886,232,Location,"San Jose, CA",location,"san jose, CA",diarist
3887,232,Salary,None.,salary,0,diarist
3888,232,Paycheck,"None; I'm currently unemployed. Our company wasn't doing so well financially, so they basically let everyone go.",monthly paycheck,0,diarist
3889,232,Housing,"$0. I still live at home, and I refuse to pay the exorbitant rent prices in the Bay Area. To be honest, my very traditional Asian parents wouldn't mind if I lived with them forever.",rent,0,diarist
3890,232,Student Loans,None. I finished paying off my student loans 20 months after graduation.,student loan,0,diarist
3891,232,Car Payment,$726.85. I drive an SUV ($393.44) and my sister's car ($333.41) while she's not working.,auto,726.85,diarist
3892,232,All Other Car Insurance,$500 every six months to my parents since they pay for the car insurance.,auto,83.3333333333333,diarist
3893,232,Cell Phone,"$332.35. I pay for my family's lines, and my boyfriend recently joined our plan. He pays me back every month though ($25), and my sister pays for her monthly device payment ($45).",utilities,332.35,diarist
3894,232,Internet & Electricity,$0. Parents take care of this.,utilities,0,diarist
3895,232,Amazon Prime,$0. Mooch off my brother's student Prime subscription.,misc,0,diarist
3896,232,Netflix,$10.99,entertainment,10.99,diarist
3897,232,Savings,"$0 for now. I have about $15,000 in savings and $11,000 in my 401(k), and I hope I can find a new job before I have to dip into my funds. For now, I'm relying on my last two weeks of pay, vacation pay, and my severance package to pay my bills and miscellaneous expenses.",savings,0,diarist
3898,233,Occupation,Medical Assistant,occupation,medical assistant,diarist
3899,233,Industry,Medicine,industry,medicine,diarist
3900,233,Age,23,age,23,diarist
3901,233,Location,Tampa,location,"tampa, FL",diarist
3902,233,Salary,"$29,000",salary,29000,diarist
3903,233,Paycheck (2x/month),"$1,100",monthly paycheck,2200,diarist
3904,233,Housing,"$675 for my share of the rent on a two-bedroom, one-bathroom apartment.",rent,675,diarist
3905,233,Student Loan Payments,"$150. I'm a graduate student so I'm still in school, but I pay to keep the principal down.",student loan,150,diarist
3906,233,All Other Car Insurance,$70,auto,70,diarist
3907,233,Phone,$65,utilities,65,diarist
3908,233,Netflix & Hulu,$21,entertainment,21,diarist
3909,233,Spotify,$12.99,entertainment,12.99,diarist
3910,233,Barre Studio,$50,gym,50,diarist
3911,233,Roth IRA,4% of every paycheck,savings,88,diarist
3912,234,Occupation,Front Of House Manager & Waitress,occupation,front of house manager & waitress,diarist
3913,234,Industry,Hospitality,industry,hospitality,diarist
3914,234,Age,27,age,27,diarist
3915,234,Location,"Bucks County, Pennsylvania",location,PA,diarist
3916,234,Manager Salary,$18/hour,salary,,diarist
3917,234,Paycheck (Weekly),$180,monthly paycheck,720,diarist
3918,234,Housing,"$950 for rent, split in half with my boyfriend.",rent,475,diarist
3919,234,Electricity & Internet,"~$105 each, also split in half",utilities,105,diarist
3920,234,Student Loan Payments,$0. I don't have loans from undergrad; my grandparents graciously paid for my education.,student loan,0,diarist
3921,234,Car Payment,$175,auto,175,diarist
3922,234,All Other Car Insurance & Cell Phone,I'm on a family plan and pay my parents $180/month.,misc,180,diarist
3923,234,Gym Membership,"$75. My gym is a complete luxury that I know is way out of my price range, but I absolutely love it.",gym,75,diarist
3924,234,Health Insurance,$123; it's not offered through work. I have my own plan.,health insurance,123,diarist
3925,234,Netflix,$10,entertainment,10,diarist
3926,234,Apple Music,$10.59,entertainment,10.59,diarist
3927,234,Savings,"Because my take-home pay varies so greatly, it's hard for me to commit to a monthly savings amount. Recently, I have been putting my waitressing tips into my checking account and my managing paycheck into savings. If I only work my scheduled managing hours, my paycheck is $180 each week. I usually work more than that though. I put more in savings if I have a good week waitressing. My tips each week vary from $300-$800 or more; $500 is about the average.",savings,,diarist
3928,235,Occupation,Service Coordinator,occupation,service coordinator,diarist
3929,235,Industry,Government,industry,government,diarist
3930,235,Age,25,age,25,diarist
3931,235,Location,"New York, NY",location,"new york, NY",diarist
3932,235,Salary,"$67,000",salary,67000,diarist
3933,235,Paycheck (Biweekly),$928,monthly paycheck,1856,diarist
3934,235,Bonus (Monthly),"$900-$3,000",income,1950,diarist
3935,235,Housing,$900 for a one-bedroom apartment. I'm extremely grateful that my parents help me out with the rest.,rent,900,diarist
3936,235,Loan Payments,$0. I went to a CUNY school.,student loan,0,diarist
3937,235,All Other Savings,$500,savings,500,diarist
3938,235,Credit Card,$500,credit,500,diarist
3939,235,Therapy,$30/week,misc,120,diarist
3940,235,Health & Dental Insurance,$40 pre-tax,health insurance,40,diarist
3941,235,Phone,$75,utilities,75,diarist
3942,235,Spotify,$9.99,entertainment,9.99,diarist
3943,235,MetroCard,"$121, but my job reimburses me",misc,121,diarist
3944,235,Amazon Prime,$99,misc,8.25,diarist
3945,235,"Cable, Internet & Power","$0 — thanks, Mom and Dad",utilities,0,diarist
3946,236,Occupation,Student & After-School Teacher,occupation,student & after-school teacher,diarist
3947,236,Industry,Education,industry,education,diarist
3948,236,Age,19,age,19,diarist
3949,236,Location,"Chattanooga, TN",location,"chattanooga, TN",diarist
3950,236,Salary,$9/hour,salary,18000,diarist
3951,236,Housing Costs,$350 for a three-bedroom apartment that I share with two roommates. We could be getting be getting a lot more bang for our buck but we live in a great location.,rent,350,diarist
3952,236,All Other Student Spotify,$4.99 — and includes a Hulu subscription,entertainment,4.99,diarist
3953,236,Wi-Fi,$14.50,utilities,14.5,diarist
3954,236,Phone Bill,$0. My phone bill is still covered by my parents.,utilities,0,diarist
3955,236,Netflix,$0 — covered by an ex-Tinder guy. Nothing better than ending things getting to keep the Netflix password.,entertainment,0,diarist
3956,236,Roth IRA,$75 every three months,savings,75,diarist
3957,237,Occupation,Project Management Coordinator,occupation,project management coordinator,diarist
3958,237,Industry,Technology,industry,technology,diarist
3959,237,Age,25,age,25,diarist
3960,237,Location,"Seattle, WA",location,"seattle, WA",diarist
3961,237,Salary,$24/hour,salary,48000,diarist
3962,237,Paycheck (Weekly),$778.51,monthly paycheck,1557.02,diarist
3963,237,Housing,"$1,833. My boyfriend and I split this evenly each month, each paying $916.50.",rent,916.5,diarist
3964,237,Car Payment,$239.80,auto,239.8,diarist
3965,237,All Other Parking,$150,auto,150,diarist
3966,237,Wi-Fi,$73.90 split evenly with my boyfriend ($36.95 each),utilities,36.95,diarist
3967,237,Phone Payment,$70,utilities,70,diarist
3968,237,Hulu,$12.92,entertainment,12.92,diarist
3969,237,Health Insurance,I'm on my parents' insurance for three more months,health insurance,0,diarist
3970,237,Credit Card Debt,"$400-$600. I have a total of $3,000 in credit card debt ($1,500 for each of my two credit cards).",credit,500,diarist
3971,237,Savings,"No monthly savings, but this month I started to put $100 into retirement every month.",savings,100,diarist
3972,238,Occupation,Academic Program Manager,occupation,academic program manager,diarist
3973,238,Industry,Higher Education,industry,higher education,diarist
3974,238,Age,30,age,30,diarist
3975,238,Location,"Columbus, OH",location,"columbus, OH",diarist
3976,238,Salary,"$48,659",salary,48659,diarist
3977,238,Paycheck (Once Per Month),"$2,861 after taxes, retirement, and benefits",monthly paycheck,5722,diarist
3978,238,Housing,"My S.O. and I rent a two-bedroom apartment for $1,095/month. I currently pay the living expenses for myself and my S.O. for a variety of reasons. Don't worry for my financial security; it's a risk you take when you live with someone and I'm happy I'm in a position to keep us stable.",rent,1095,diarist
3979,238,StudentLoans,$237.59 for my grad school loans. My parents covered my undergraduate education.,student loan,237.59,diarist
3980,238,Car Lease,$177.17,auto,177.17,diarist
3981,238,All Other Benefits,"$111.90 (out of my paycheck) for health, dental, vision, and FSA",health insurance,111.9,diarist
3982,238,Water,~$34,utilities,34,diarist
3983,238,Gas,level payments of $43/month,utilities,43,diarist
3984,238,Electric,level payments of $35/month,utilities,35,diarist
3985,238,Hulu,$7.99,entertainment,7.99,diarist
3986,238,Internet,$39.99,utilities,39.99,diarist
3987,238,Sling TV,$19.99,entertainment,19.99,diarist
3988,238,Netflix,$0. I use my mom's account,entertainment,0,diarist
3989,238,Cell Phone,$0 — covered by work,utilities,0,diarist
3990,238,Car & Rental Insurance,$173,auto,173,diarist
3991,238,Savings,"$120, just to have liquid cash",savings,120,diarist
3992,238,Credit Card Debt,Whatever cash is left in my checking at the end of the month goes toward paying off my credit card balance. That's usually about $200/month.,credit,200,diarist
3993,238,Retirement Contribution,$405.50 out of my paycheck. (I'm required to put in 10%; the school puts in an additional 12%.),savings,405.5,diarist
3994,239,Occupation,Executive Personal Assistant,occupation,executive personal assistant,diarist
3995,239,Industry,Philanthropy,industry,philanthropy,diarist
3996,239,Age,28,age,28,diarist
3997,239,Location,"Palo Alto, CA",location,"palo alto, CA",diarist
3998,239,Salary,"$97,000",salary,97000,diarist
3999,239,Paycheck (2x/month),"$2,450",monthly paycheck,4900,diarist
4000,239,Housing,"$1,700. I live in a five-bedroom townhouse with four roommates. Our rent includes water, electricity, and monthly cleaning services. I also have one of two private parking spots that I am supposed to be billed $50/month for, though they have never charged me.",rent,1700,diarist
4001,239,Loan Payments,"$0. Thank you, parents!",student loan,0,diarist
4002,239,All Other Gym Membership,$95,gym,95,diarist
4003,239,HBO,$15,entertainment,15,diarist
4004,239,Spotify,$9.99,entertainment,9.99,diarist
4005,239,Match.com,$35. I need to cancel this.,misc,35,diarist
4006,239,Cell Phone,$100. About half is reimbursed by work.,utilities,100,diarist
4007,239,Rent The Runway,$150 for an unlimited subscription,misc,150,diarist
4008,240,Occupation,Policy Analyst,occupation,policy analyst,diarist
4009,240,Industry,Higher Education Policy,industry,higher education policy,diarist
4010,240,Age,29,age,29,diarist
4011,240,Location,"Arlington, VA",location,"arlington, VA",diarist
4012,240,Salary,"$81,600",salary,81600,diarist
4013,240,Paycheck (2x/month),"$2,045",monthly paycheck,4090,diarist
4014,240,Housing,"$1,240. I share a two-bedroom, two-bath apartment with my roommate. She has the master bed and bath, so she pays more.",rent,1240,diarist
4015,240,Loan Payments,"$0. I'm lucky enough to have gotten a lot of scholarships, and my parents were able to cover the rest.",student loan,0,diarist
4016,240,All Other Cell Phone,$45 to my mom; we split a family plan,utilities,45,diarist
4017,240,Utilities,"~$300 for gas, electric, water, cable, internet, and parking. Since our apartment comes with a free spot, my roommate and I split the cost of the second. I pay upfront, and my roommate sends me half on Venmo.",utilities,300,diarist
4018,240,Dropbox,$99/year,misc,8.25,diarist
4019,240,Medical Membership,$200/year,misc,16.6666666666667,diarist
4020,240,Amazon Prime,$45/year. I share with my brother and need to be careful not to buy anything embarrassing!,misc,3.75,diarist
4021,240,Netflix,I use my brother's account.,entertainment,0,diarist
4022,240,HBOGo,Use my boyfriend's account.,entertainment,0,diarist
4023,240,Yoga Download,$4/month. (I got an amazing deal during their Black Friday sale.),gym,4,diarist
4024,240,Calm App,$40/year,misc,3.33333333333333,diarist
4025,240,ClassPass,I have a five-class pass for $55/month.,gym,55,diarist
4026,240,Roth 401(k),$680 plus $275 from my employer match,savings,680,diarist
4027,240,Roth IRA,$250,savings,250,diarist
4028,240,Travel Savings Account,$185,savings,185,diarist
4029,240,Emergency Fund,"Since I hit my goal, I've stopped contributing.",savings,0,diarist
4030,240,Transportation,$100/month is taken out of my paycheck pre-tax,misc,100,diarist
4031,240,HRA,"My job generally gives employees $3,000/year toward medical expenses and fully pays insurance premiums.",,,diarist
4032,241,Occupation,Registered Nurse,occupation,registered nurse,diarist
4033,241,Industry,Healthcare,industry,healthcare,diarist
4034,241,Age,25,age,25,diarist
4035,241,Location,Southern Connecticut,location,CT,diarist
4036,241,Salary,"$87,193",salary,87193,diarist
4037,241,Rent,"$920 for my half of the two-bedroom, two-bath apartment I share with a roommate",rent,920,diarist
4038,241,Student Loan Payments,"$300, but I usually pay $400-$500",student loan,450,diarist
4039,241,Car Payment,$0. I paid off my car last year after three years of owning it.,auto,0,diarist
4040,241,"Health, Dental, & Vision Insurance",$149.84 taken directly from my paychecks,health insurance,149.84,diarist
4041,241,Parking,$51 taken directly from my paychecks,auto,51,diarist
4042,241,TV & Internet,"$123.81. I pay this, and my roommate pays for all other utilities.",utilities,123.81,diarist
4043,241,Gym Membership,$10,gym,10,diarist
4044,241,Savings,"$1,800 deposited directly to my account, but I usually end up using some of this for bills.",savings,1800,diarist
4045,241,403(b),$900 taken directly from my paychecks pre-tax,savings,900,diarist
4046,241,Netflix,$66/year (paid in a lump sum to my sister at the beginning of the year),entertainment,5.5,diarist
4047,241,Cell Phone,$495 paid directly to my parents' in a lump sum at the beginning of the year,utilities,495,diarist
4048,241,Car Insurance (2x a year),$424.30,auto,424.3,diarist
4049,242,Occupation,Artist's Agent,occupation,artist's agent,diarist
4050,242,Industry,Advertising,industry,advertising,diarist
4051,242,Age,30,age,30,diarist
4052,242,Location,"Brooklyn, NY",location,"new york, NY",diarist
4053,242,Salary,"$75,000",salary,75000,diarist
4054,242,Paycheck (Bi-weekly),"$1,844.39",monthly paycheck,3688.78,diarist
4055,242,Home Owners Association Fees,"$400. (We split the full $800 evenly. My husband's parents bought our apartment with a trust, and we pay all costs associated with it.)",misc,400,diarist
4056,242,Student Loan,~$300,student loan,300,diarist
4057,242,Car Loan,~$200,auto,200,diarist
4058,242,Parking Space,$200,auto,200,diarist
4059,242,ClassPass,$15 for one class per month. (I try to use the gym in my building more.),gym,15,diarist
4060,242,Cable & Internet,$120,utilities,120,diarist
4061,242,MetroCard,"$121, reimbursed by work. (Ubers are also paid for by my job. I normally only take them for work.)",misc,121,diarist
4062,242,Donations,"$50 for NYC Food Bank, $50 for Planned Parenthood, $50 for No Kid Hungry. Also about $20/month worth of $5 Starbucks gift cards to hand to homeless folks I see on my commute. (This allows them to not only buy food and drink, but as they're paying customers, they can use the restrooms and sit inside for an hour or two and get warm.)",charity,120,diarist
4063,242,Spotify,$9.99,entertainment,9.99,diarist
4064,242,Roth IRA,$250,savings,250,diarist
4065,242,"Medical, Dental & Vision Insurance",Work pays 100%.,health insurance,0,diarist
4066,242,Phone,"Work pays 100% until end of January. (After that, I'll get a new plan with my same number.)",utilities,0,diarist
4067,242,Pet Insurance,$30,misc,30,diarist
4068,242,Amazon Prime,$99/year,misc,8.25,diarist
4069,242,Dog Daycare,$500 every 15 visits,misc,,diarist
4070,242,Physical Therapy,"$150 per visit, and normally two visits per week. (This apparently will be reimbursed back to me 80% in a few months by my insurance.)",misc,150,diarist
4071,243,Occupation,Environmental Scientist,occupation,environmental scientist,diarist
4072,243,Industry,Environment,industry,environment,diarist
4073,243,Age,31,age,31,diarist
4074,243,Location,"Columbus, OH",location,"columbus, OH",diarist
4075,243,Salary,"$52,700",salary,52700,diarist
4076,243,Paycheck (Biweekly),"$1,383",monthly paycheck,2766,diarist
4077,243,Rent,"$683. (I split the full $1,250 cost with my boyfriend and give him a little extra to over electric, gas, and internet.)",rent,683,diarist
4078,243,Car Payment,$430,auto,430,diarist
4079,243,Student Loans,$105,student loan,105,diarist
4080,243,Health Insurance,$58.90,health insurance,58.9,diarist
4081,243,Dental Insurance,$8.99,health insurance,8.99,diarist
4082,243,Retirement,$121.63,savings,121.63,diarist
4083,243,HSA Account,$4.15,health insurance,4.15,diarist
4084,243,Gym Membership,$19.99,gym,19.99,diarist
4085,243,Hulu,"$13. (We don't have cable, and my boyfriend pays for Netflix and Amazon Prime.)",entertainment,13,diarist
4086,243,Bed,$62. (We bought a bed when we moved in together. I pay that bill since he pays for most of the utilities.),misc,62,diarist
4087,243,Dog Insurance,$74,misc,74,diarist
4088,243,Credit Card,"$200. (I have a zero-interest credit card, and I put some taxes I owed last year on it, as well as a couple of other things; it's almost paid off.)",credit,200,diarist
4089,243,Renters Insurance,$13,misc,13,diarist
4090,243,Savings Account,$300,savings,300,diarist
4091,244,Occupation,Policy Aide,occupation,policy aide,diarist
4092,244,Industry,Government,industry,government,diarist
4093,244,Age,23,age,23,diarist
4094,244,Location,"Denver, CO",location,"denver, CO",diarist
4095,244,Salary,"$50,000",salary,50000,diarist
4096,244,Paycheck (1x/month),"$3,224",monthly paycheck,3224,diarist
4097,244,Rent,"$693, which includes water, trash, and electricity. (I live with my boyfriend and another roommate who is a friend. We split the rent evenly three ways.)",rent,693,diarist
4098,244,Student Loan Payments,~$600 (I pay $587.03 toward a private student loan and $40-50$ of my federal loan every month.),student loan,600,diarist
4099,244,Hulu,$12. (I usually split it will my roommates. Sometimes I forget and let it slide.),entertainment,12,diarist
4100,244,Cell Phone,$0. (I'm on my parents' plan but really need to start paying them!),utilities,0,diarist
4101,244,Health Insurance,$0. (Also on my parents' plan and trying to wait until I'm 26 before I get my own.),health insurance,0,diarist
4102,244,Climbing Gym,"$75 for a monthly membership. (My boyfriend really likes to climb and I am starting to get into it. Will see how many times I go this month and if I want to continue going. Our apartment has a gym, but climbing is such a good workout and is more rewarding.)",gym,75,diarist
4103,244,Spotify,$16 for the family plan. (My boyfriend splits it with me if I remember to request money from him.),entertainment,16,diarist
4104,245,Occupation,Web Writer,occupation,web writer,diarist
4105,245,Industry,Finance & Accounting,industry,finance & accounting,diarist
4106,245,Age,25,age,25,diarist
4107,245,Location,"Bergen County, New Jersey",location,"bergen county, NJ",diarist
4108,245,Salary,"$60,000",salary,60000,diarist
4109,245,Paycheck (Weekly),"$1,200 pre-tax",monthly paycheck,4800,diarist
4110,245,Rent,$0. (I'm lucky that my parents still let me live at home since my job is nearby.),rent,0,diarist
4111,245,Loan Payments,None. My parents paid for my education.,student loan,0,diarist
4112,245,Health Insurance,$181.26,health insurance,181.26,diarist
4113,245,E-ZPass,Usually around $40.,misc,40,diarist
4114,245,Phone Bill,$42,utilities,42,diarist
4115,245,Roth IRA Contribution,"I make one yearly lump sum contribution of $5,500 (the max amount) around tax season.",savings,458.333333333333,diarist
4116,246,Occupation,Registered Nurse,occupation,registered nurse,diarist
4117,246,Industry,Health Care,industry,health care,diarist
4118,246,Age,24,age,24,diarist
4119,246,Location,New York City,location,"new york, NY",diarist
4120,246,Salary,"$94,000",salary,94000,diarist
4121,246,Paycheck Amount (Weekly),"$1,050",monthly paycheck,4200,diarist
4122,246,Rent,"~$1710 (Our rent includes electricity, which is why it fluctuates each month.)",rent,1710,diarist
4123,246,Student Loan Payment,"~$800 (My parents helped me pay for my first semester of grad school, so I pay them back in weekly installments of $200.)",student loan,800,diarist
4124,246,Wifi,$49.66 (My roommate Venmos me her half every month.),utilities,49.66,diarist
4125,246,Netflix,$7.99,entertainment,7.99,diarist
4126,246,Spotify Premium,$4.01 (I'm on my friend's family plan.),entertainment,4.01,diarist
4127,246,iCloud Storage,$0.99,misc,0.99,diarist
4128,246,Stitch Fix Subscription,$20,misc,20,diarist
4129,246,Amazon Prime,"$0 (I mooch off of my mom. Thanks, Mom!)",misc,0,diarist
4130,246,Union Dues,"$114 (The hospital I work at is unionized, so union dues are taken out of my paycheck once a month.)",misc,114,diarist
4131,246,403(b),12% of my weekly paycheck,savings,504,diarist
4132,247,Occupation,Office Manager,occupation,office manager,diarist
4133,247,Industry,Distribution,industry,distribution,diarist
4134,247,Age,24,age,24,diarist
4135,247,Location,"Portland, OR",location,"portland, OR",diarist
4136,247,Salary,"$43,000",salary,43000,diarist
4137,247,Paycheck (2x/month),"$1,400",monthly paycheck,2800,diarist
4138,247,Rent,"$1,089. (I currently live in a one-bedroom apartment by myself. My wife and I are currently separated. It's a long story, but I'm hoping that we'll figure it out soon.)",rent,1089,diarist
4139,247,Student Loan Payment,$50,student loan,50,diarist
4140,247,Car Payment,$218,auto,218,diarist
4141,247,Utilities,"$100, which includes hot water, sewage, garbage, and electricity",utilities,100,diarist
4142,247,Cable & Internet,$120,utilities,120,diarist
4143,247,Phone Bill,$60,utilities,60,diarist
4144,247,CarInsurance,$90,auto,90,diarist
4145,247,Renter's Insurance,"$20, which also covers my engagement ring and wedding band",misc,20,diarist
4146,247,Amazon Prime,$10.99,misc,10.99,diarist
4147,247,Netflix,$13.99,entertainment,13.99,diarist
4148,247,Health Insurance,"$313, although that is reimbursed by work. (I stopped being covered by my parents' insurance at the end of the year. After considering my options, it turns out that it's cheaper for me to get an individual plan and be reimbursed than to be added to the company's plan. I am very excited about this because I can get incredible insurance for a little over $313 per month and the company will cover all of it.)",health insurance,313,diarist
4149,248,Occupation,Test Engineer,occupation,test engineer,diarist
4150,248,Industry,Aerospace,industry,aerospace,diarist
4151,248,Age,23,age,23,diarist
4152,248,Location,"Englewood, CO",location,"englewood, CO",diarist
4153,248,Salary,"$64,760",salary,64760,diarist
4154,248,Paycheck (Weekly),$818.28,monthly paycheck,3273.12,diarist
4155,248,Rent,$824. (I share a four-bedroom townhome with three other girls.),rent,824,diarist
4156,248,Car Payment,$533,auto,553,diarist
4157,248,Student Loan Payment,$545,student loan,545,diarist
4158,248,Savings,$200,savings,200,diarist
4159,248,"Electric, Water, Trash, TV & Internet","Varies, but usually ~$60 after a four-way split",utilities,60,diarist
4160,248,Car Insurance,$156,auto,156,diarist
4161,248,Spotify,$11,entertainment,11,diarist
4162,248,Climbing Gym Membership,$79,gym,79,diarist
4163,248,Disney World Annual Pass,"$43. (I have been a Disney pass-holder for four years, after attending college in Florida.)",entertainment,43,diarist
4164,248,Retirement Savings,$99.63/week. (8% pre-tax deduction with a 4% company match.),savings,398.52,diarist
4165,248,"Medical, Dental, Vision & Special Accident Insurance",$15.05/week (pre-tax),health insurance,60.2,diarist
4166,248,HSA Contribution,$14/week (pre-tax),health insurance,56,diarist
4167,248,Long-Term Disability Insurance,$3.42/week (post-tax deduction),misc,13.68,diarist
4168,249,Occupation,Medical Student,occupation,medical student,diarist
4169,249,Industry,Healthcare,industry,healthcare,diarist
4170,249,Age,25,age,25,diarist
4171,249,Location,"Tallahassee, FL",location,"tallahassee, FL",diarist
4172,249,Salary,"$19,000 from unsubsidized Stafford loans, after tuition is deducted",salary,19000,diarist
4173,249,Rent,$485,rent,485,diarist
4174,249,Student Loan Payments,"$0. (Scholarships covered my undergraduate education, so thankfully I don't have loans from that.)",student loan,0,diarist
4175,249,Spotify Premium,$5. (I get the student deal.),entertainment,5,diarist
4176,249,Amazon Prime,$5,misc,5,diarist
4177,249,The New York Times,$4. (I get the academic rate.),misc,4,diarist
4178,249,Health Insurance,$0. (Last year on my father's health insurance plan!),health insurance,0,diarist
4179,249,Cellphone,"$0, also paid for by father.",utilities,0,diarist
4180,249,Car Insurance,"$0. (Thanks, Dad!)",auto,0,diarist
4181,249,Gas,$60,utilities,60,diarist
4182,249,Blue Apron Subscription,$60/week,misc,240,diarist
4183,250,Occupation,Engineer,occupation,engineer,diarist
4184,250,Industry,Tech,industry,tech,diarist
4185,250,Age,25,age,25,diarist
4186,250,Location,"Mountain View, CA",location,"mountain view, CA",diarist
4187,250,Salary,"$122,000",salary,122000,diarist
4188,250,Annual Bonus,"$21,500. (Varies based on performance.)",salary,21500,diarist
4189,250,Equity,"$44,500 (Vests over four years.)",,,diarist
4190,250,Paycheck (2x/month),"$2,440, after tax deductions; life, dental and vision insurance, and 401(k), IRA, and HSA contributions.",monthly paycheck,4880,diarist
4191,250,Gender Identity,Agender,,,diarist
4192,250,Rent,"$0. (I live in my car. My workplace has everything I need, including showers, laundry facilities, and internet.)",rent,0,diarist
4193,250,Student Loan Payments,"$1,800. (My parents paid for my undergraduate by refinancing their mortgage, and now I'm paying them back. $46,850 left!)",student loan,1800,diarist
4194,250,Phone,$225. (I'm on a family plan with my parents.),utilities,225,diarist
4195,250,Netflix,$11. (My parents use this as well.),entertainment,11,diarist
4196,250,Amazon Prime,$9.,misc,9,diarist
4197,250,Health Insurance,$0. (It's covered by work.),health insurance,0,diarist
4198,250,Dental Insurance,$9,health insurance,9,diarist
4199,250,Vision Insurance,$4,health insurance,4,diarist
4200,250,Life Insurance,$18,misc,18,diarist
4201,250,401(k),"$1,542. (My employer matches 50%.)",savings,1542,diarist
4202,250,IRA,$458,savings,458,diarist
4203,250,HSA,"$204. (My employer contributes $1,000/year.)",health insurance,204,diarist
4204,250,Savings,"I keep $10,000 in a money market account and keep my checking account between $1,000-$3,000, investing in index funds when it goes above that.",savings,,diarist
4205,250,Index Funds,"$5,200. (I have a three-fund lazy portfolio.)",,,diarist
4206,250,Patreon,$31. (Mostly webcomic artists.),charity,31,diarist
4207,250,501(c)(3) Donations,"$500. (My employer matches $6,000/year.)",savings,500,diarist
4208,250,Other Donations,"Last year it averaged to $175/month, and this year I've budgeted $250/month.",charity,250,diarist
4209,250,Money Experiments,"$1,000",misc,1000,diarist
4210,250,Hen Harbor Sponsorship,$10,charity,10,diarist
4211,250,Car Insurance,"$260, paid every six months",auto,43.33,diarist
4212,251,Occupation,Safety Professional,occupation,safety professional,diarist
4213,251,Industry,Pharmaceutical Research & Development,industry,pharmaceutical research & development,diarist
4214,251,Age,30,age,30,diarist
4215,251,Location,"Boston, MA",location,"boston, MA",diarist
4216,251,MySalary,"$90,000",salary,90000,diarist
4217,251,My Husband's Salary,"$90,000",salary,90000,spouse
4218,251,CombinedPaycheck (Biweekly),"$4,539. (My health insurance and train pass come out of my paycheck and my husband's dependent care FSA and HSA come out of his.)",monthly paycheck,4539,diarist
4219,251,Mortgage,"$2,538",mortgage,2538,diarist
4220,251,Student Loan Payment,$132. (My husband already paid his off.),student loan,132,diarist
4221,251,Car Loan,$300,auto,300,diarist
4222,251,Couch Payment,$50,misc,50,diarist
4223,251,JetBlue Credit Card,"$1,100. (We have a total of $5,500 that we are trying aggressively to pay off.)",credit,1100,diarist
4224,251,Water Bill,$35,utilities,35,diarist
4225,251,Daycare,"$1,200. (Our daughter goes to an in-home daycare three days a week, and my mom and mother-in-law watch her two days of the week.)",childcare,1200,diarist
4226,251,Sewer,$140,utilities,140,diarist
4227,251,Gas & Electric,$350,utilities,350,diarist
4228,251,Internet & TV,"$135, which includes Netflix and Hulu",utilities,135,diarist
4229,251,Gym Membership,$25,gym,25,diarist
4230,251,Pet Insurance,$65,misc,65,diarist
4231,251,Cell Phone,$185,utilities,185,diarist
4232,251,Savings,"$650, through 401(k): I contribute 10% of my salary and my work matches 6%. My husband puts in 5% of his salary and his work puts in 10%.",savings,650,diarist
4233,251,Commuter Rail Pass,"$82, which comes out of my paycheck",misc,82,diarist
4234,251,Charitable Donations,"$100 or more, depending on the month",charity,100,diarist
4235,252,Occupation,Research Technician,occupation,research technician,diarist
4236,252,Industry,Biomedical Research,industry,biomedical research,diarist
4237,252,Age,23,age,23,diarist
4238,252,Location,"Saint Louis, MO",location,"saint louis, MO",diarist
4239,252,Salary,"$29,500",salary,29500,diarist
4240,252,Paycheck (Biweekly),$826,monthly paycheck,1652,diarist
4241,252,Rent,"$704, which includes monthly pet fee, water, garage parking, and renter's insurance.",rent,704,diarist
4242,252,Student Loan Payment,$175,student loan,175,diarist
4243,252,Health Insurance,"~$45, taken out of my paycheck pre-tax",health insurance,45,diarist
