,diary_index,title,value
4030,240,Transportation,$100/month is taken out of my paycheck pre-tax
4031,240,HRA,"My job generally gives employees $3,000/year toward medical expenses and fully pays insurance premiums."
4032,241,Occupation,Registered Nurse
4033,241,Industry,Healthcare
4034,241,Age,25
4035,241,Location,Southern Connecticut
4036,241,Salary,"$87,193"
4037,241,Rent,"$920 for my half of the two-bedroom, two-bath apartment I share with a roommate"
4038,241,Student Loan Payments,"$300, but I usually pay $400-$500"
4039,241,Car Payment,$0. I paid off my car last year after three years of owning it.
4040,241,"Health, Dental, & Vision Insurance",$149.84 taken directly from my paychecks
4041,241,Parking,$51 taken directly from my paychecks
4042,241,TV & Internet,"$123.81. I pay this, and my roommate pays for all other utilities."
4043,241,Gym Membership,$10
4044,241,Savings,"$1,800 deposited directly to my account, but I usually end up using some of this for bills."
4045,241,403(b),$900 taken directly from my paychecks pre-tax
4046,241,Netflix,$66/year (paid in a lump sum to my sister at the beginning of the year)
4047,241,Cell Phone,$495 paid directly to my parents' in a lump sum at the beginning of the year
4048,241,Car Insurance (2x a year),$424.30
4049,242,Occupation,Artist's Agent
4050,242,Industry,Advertising
4051,242,Age,30
4052,242,Location,"Brooklyn, NY"
4053,242,Salary,"$75,000"
4054,242,Paycheck (Bi-weekly),"$1,844.39"
4055,242,Home Owners Association Fees,"$400. (We split the full $800 evenly. My husband's parents bought our apartment with a trust, and we pay all costs associated with it.)"
4056,242,Student Loan,~$300
4057,242,Car Loan,~$200
4058,242,Parking Space,$200
4059,242,ClassPass,$15 for one class per month. (I try to use the gym in my building more.)
4060,242,Cable & Internet,$120
4061,242,MetroCard,"$121, reimbursed by work. (Ubers are also paid for by my job. I normally only take them for work.)"
4062,242,Donations,"$50 for NYC Food Bank, $50 for Planned Parenthood, $50 for No Kid Hungry. Also about $20/month worth of $5 Starbucks gift cards to hand to homeless folks I see on my commute. (This allows them to not only buy food and drink, but as they're paying customers, they can use the restrooms and sit inside for an hour or two and get warm.)"
4063,242,Spotify,$9.99
4064,242,Roth IRA,$250
4065,242,"Medical, Dental & Vision Insurance",Work pays 100%.
4066,242,Phone,"Work pays 100% until end of January. (After that, I'll get a new plan with my same number.)"
4067,242,Pet Insurance,$30
4068,242,Amazon Prime,$99/year
4069,242,Dog Daycare,$500 every 15 visits
4070,242,Physical Therapy,"$150 per visit, and normally two visits per week. (This apparently will be reimbursed back to me 80% in a few months by my insurance.)"
4071,243,Occupation,Environmental Scientist
4072,243,Industry,Environment
4073,243,Age,31
4074,243,Location,"Columbus, OH"
4075,243,Salary,"$52,700"
4076,243,Paycheck (Biweekly),"$1,383"
4077,243,Rent,"$683. (I split the full $1,250 cost with my boyfriend and give him a little extra to over electric, gas, and internet.)"
4078,243,Car Payment,$430
4079,243,Student Loans,$105
4080,243,Health Insurance,$58.90
4081,243,Dental Insurance,$8.99
4082,243,Retirement,$121.63
4083,243,HSA Account,$4.15
4084,243,Gym Membership,$19.99
4085,243,Hulu,"$13. (We don't have cable, and my boyfriend pays for Netflix and Amazon Prime.)"
4086,243,Bed,$62. (We bought a bed when we moved in together. I pay that bill since he pays for most of the utilities.)
4087,243,Dog Insurance,$74
4088,243,Credit Card,"$200. (I have a zero-interest credit card, and I put some taxes I owed last year on it, as well as a couple of other things; it's almost paid off.)"
4089,243,Renters Insurance,$13
4090,243,Savings Account,$300
4091,244,Occupation,Policy Aide
4092,244,Industry,Government
4093,244,Age,23
4094,244,Location,"Denver, CO"
4095,244,Salary,"$50,000"
4096,244,Paycheck (1x/month),"$3,224"
4097,244,Rent,"$693, which includes water, trash, and electricity. (I live with my boyfriend and another roommate who is a friend. We split the rent evenly three ways.)"
4098,244,Student Loan Payments,~$600 (I pay $587.03 toward a private student loan and $40-50$ of my federal loan every month.)
4099,244,Hulu,$12. (I usually split it will my roommates. Sometimes I forget and let it slide.)
4100,244,Cell Phone,$0. (I'm on my parents' plan but really need to start paying them!)
4101,244,Health Insurance,$0. (Also on my parents' plan and trying to wait until I'm 26 before I get my own.)
4102,244,Climbing Gym,"$75 for a monthly membership. (My boyfriend really likes to climb and I am starting to get into it. Will see how many times I go this month and if I want to continue going. Our apartment has a gym, but climbing is such a good workout and is more rewarding.)"
4103,244,Spotify,$16 for the family plan. (My boyfriend splits it with me if I remember to request money from him.)
4104,245,Occupation,Web Writer
4105,245,Industry,Finance & Accounting
4106,245,Age,25
4107,245,Location,"Bergen County, New Jersey"
4108,245,Salary,"$60,000"
4109,245,Paycheck (Weekly),"$1,200 pre-tax"
4110,245,Rent,$0. (I'm lucky that my parents still let me live at home since my job is nearby.)
4111,245,Loan Payments,None. My parents paid for my education.
4112,245,Health Insurance,$181.26
4113,245,E-ZPass,Usually around $40.
4114,245,Phone Bill,$42
4115,245,Roth IRA Contribution,"I make one yearly lump sum contribution of $5,500 (the max amount) around tax season."
4116,246,Occupation,Registered Nurse
4117,246,Industry,Health Care
4118,246,Age,24
4119,246,Location,New York City
4120,246,Salary,"$94,000"
4121,246,Paycheck Amount (Weekly),"$1,050"
4122,246,Rent,"~$1710 (Our rent includes electricity, which is why it fluctuates each month.)"
4123,246,Student Loan Payment,"~$800 (My parents helped me pay for my first semester of grad school, so I pay them back in weekly installments of $200.)"
4124,246,Wifi,$49.66 (My roommate Venmos me her half every month.)
4125,246,Netflix,$7.99
4126,246,Spotify Premium,$4.01 (I'm on my friend's family plan.)
4127,246,iCloud Storage,$0.99
4128,246,Stitch Fix Subscription,$20
4129,246,Amazon Prime,"$0 (I mooch off of my mom. Thanks, Mom!)"
4130,246,Union Dues,"$114 (The hospital I work at is unionized, so union dues are taken out of my paycheck once a month.)"
4131,246,403(b),12% of my weekly paycheck
4132,247,Occupation,Office Manager
4133,247,Industry,Distribution
4134,247,Age,24
4135,247,Location,"Portland, OR"
4136,247,Salary,"$43,000"
4137,247,Paycheck (2x/month),"$1,400"
4138,247,Rent,"$1,089. (I currently live in a one-bedroom apartment by myself. My wife and I are currently separated. It's a long story, but I'm hoping that we'll figure it out soon.)"
4139,247,Student Loan Payment,$50
4140,247,Car Payment,$218
4141,247,Utilities,"$100, which includes hot water, sewage, garbage, and electricity"
4142,247,Cable & Internet,$120
4143,247,Phone Bill,$60
4144,247,CarInsurance,$90
4145,247,Renter's Insurance,"$20, which also covers my engagement ring and wedding band"
4146,247,Amazon Prime,$10.99
4147,247,Netflix,$13.99
4148,247,Health Insurance,"$313, although that is reimbursed by work. (I stopped being covered by my parents' insurance at the end of the year. After considering my options, it turns out that it's cheaper for me to get an individual plan and be reimbursed than to be added to the company's plan. I am very excited about this because I can get incredible insurance for a little over $313 per month and the company will cover all of it.)"
4149,248,Occupation,Test Engineer
4150,248,Industry,Aerospace
4151,248,Age,23
4152,248,Location,"Englewood, CO"
4153,248,Salary,"$64,760"
4154,248,Paycheck (Weekly),$818.28
4155,248,Rent,$824. (I share a four-bedroom townhome with three other girls.)
4156,248,Car Payment,$533
4157,248,Student Loan Payment,$545
4158,248,Savings,$200
4159,248,"Electric, Water, Trash, TV & Internet","Varies, but usually ~$60 after a four-way split"
4160,248,Car Insurance,$156
4161,248,Spotify,$11
4162,248,Climbing Gym Membership,$79
4163,248,Disney World Annual Pass,"$43. (I have been a Disney pass-holder for four years, after attending college in Florida.)"
4164,248,Retirement Savings,$99.63/week. (8% pre-tax deduction with a 4% company match.)
4165,248,"Medical, Dental, Vision & Special Accident Insurance",$15.05/week (pre-tax)
4166,248,HSA Contribution,$14/week (pre-tax)
4167,248,Long-Term Disability Insurance,$3.42/week (post-tax deduction)
4168,249,Occupation,Medical Student
4169,249,Industry,Healthcare
4170,249,Age,25
4171,249,Location,"Tallahassee, FL"
4172,249,Salary,"$19,000 from unsubsidized Stafford loans, after tuition is deducted"
4173,249,Rent,$485
4174,249,Student Loan Payments,"$0. (Scholarships covered my undergraduate education, so thankfully I don't have loans from that.)"
4175,249,Spotify Premium,$5. (I get the student deal.)
4176,249,Amazon Prime,$5
4177,249,The New York Times,$4. (I get the academic rate.)
4178,249,Health Insurance,$0. (Last year on my father's health insurance plan!)
4179,249,Cellphone,"$0, also paid for by father."
4180,249,Car Insurance,"$0. (Thanks, Dad!)"
4181,249,Gas,$60
4182,249,Blue Apron Subscription,$60/week
4183,250,Occupation,Engineer
4184,250,Industry,Tech
4185,250,Age,25
4186,250,Location,"Mountain View, CA"
4187,250,Salary,"$122,000"
4188,250,Annual Bonus,"$21,500. (Varies based on performance.)"
4189,250,Equity,"$44,500 (Vests over four years.)"
4190,250,Paycheck (2x/month),"$2,440, after tax deductions; life, dental and vision insurance, and 401(k), IRA, and HSA contributions."
4191,250,Gender Identity,Agender
4192,250,Rent,"$0. (I live in my car. My workplace has everything I need, including showers, laundry facilities, and internet.)"
4193,250,Student Loan Payments,"$1,800. (My parents paid for my undergraduate by refinancing their mortgage, and now I'm paying them back. $46,850 left!)"
4194,250,Phone,$225. (I'm on a family plan with my parents.)
4195,250,Netflix,$11. (My parents use this as well.)
4196,250,Amazon Prime,$9.
4197,250,Health Insurance,$0. (It's covered by work.)
4198,250,Dental Insurance,$9
4199,250,Vision Insurance,$4
4200,250,Life Insurance,$18
4201,250,401(k),"$1,542. (My employer matches 50%.)"
4202,250,IRA,$458
4203,250,HSA,"$204. (My employer contributes $1,000/year.)"
4204,250,Savings,"I keep $10,000 in a money market account and keep my checking account between $1,000-$3,000, investing in index funds when it goes above that."
4205,250,Index Funds,"$5,200. (I have a three-fund lazy portfolio.)"
4206,250,Patreon,$31. (Mostly webcomic artists.)
4207,250,501(c)(3) Donations,"$500. (My employer matches $6,000/year.)"
4208,250,Other Donations,"Last year it averaged to $175/month, and this year I've budgeted $250/month."
4209,250,Money Experiments,"$1,000"
4210,250,Hen Harbor Sponsorship,$10
4211,250,Car Insurance,"$260, paid every six months"
4212,251,Occupation,Safety Professional
4213,251,Industry,Pharmaceutical Research & Development
4214,251,Age,30
4215,251,Location,"Boston, MA"
4216,251,MySalary,"$90,000"
4217,251,My Husband's Salary,"$90,000"
4218,251,CombinedPaycheck (Biweekly),"$4,539. (My health insurance and train pass come out of my paycheck and my husband's dependent care FSA and HSA come out of his.)"
4219,251,Mortgage,"$2,538"
4220,251,Student Loan Payment,$132. (My husband already paid his off.)
4221,251,Car Loan,$300
4222,251,Couch Payment,$50
4223,251,JetBlue Credit Card,"$1,100. (We have a total of $5,500 that we are trying aggressively to pay off.)"
4224,251,Water Bill,$35
4225,251,Daycare,"$1,200. (Our daughter goes to an in-home daycare three days a week, and my mom and mother-in-law watch her two days of the week.)"
4226,251,Sewer,$140
4227,251,Gas & Electric,$350
4228,251,Internet & TV,"$135, which includes Netflix and Hulu"
4229,251,Gym Membership,$25
4230,251,Pet Insurance,$65
4231,251,Cell Phone,$185
4232,251,Savings,"$650, through 401(k): I contribute 10% of my salary and my work matches 6%. My husband puts in 5% of his salary and his work puts in 10%."
4233,251,Commuter Rail Pass,"$82, which comes out of my paycheck"
4234,251,Charitable Donations,"$100 or more, depending on the month"
4235,252,Occupation,Research Technician
4236,252,Industry,Biomedical Research
4237,252,Age,23
4238,252,Location,"Saint Louis, MO"
4239,252,Salary,"$29,500"
4240,252,Paycheck (Biweekly),$826
4241,252,Rent,"$704, which includes monthly pet fee, water, garage parking, and renter's insurance."
4242,252,Student Loan Payment,$175
4243,252,Health Insurance,"~$45, taken out of my paycheck pre-tax"
4244,252,403(b),"$50, taken out of my paycheck pre-tax and matched by my employer"
4245,252,Utilities,~$30
4246,252,Phone Bill,$35
4247,252,Internet,$45
4248,252,Netflix,$7.99
4249,252,Amazon Prime,$11.99
4250,252,Car Insurance,"$163, every three months"
4251,253,Occupation,Leasing Administrator
4252,253,Industry,Real Estate
4253,253,Age,23
4254,253,Location,"New York, NY"
4255,253,Salary,"$45,000"
4256,253,Paycheck (Semi-monthly),"~$1,600. (I'm contract-based, so it varies depending on my hours logged.)"
4257,253,Rent,"$1,150. (I rent a room in a three-bedroom, two-bathroom condo with two roommates.)"
4258,253,Student Loan Payment,$0. (I received several scholarships and then my parents paid for the rest of my tuition.)
4259,253,Gas & Electric,$30
4260,253,Health Insurance,$181 for my single plan
4261,253,Renter's Insurance,$5
4262,253,Cell Phone,$0. (My parents agreed to pay for my cell phone until I'm fully “on my feet.”)
4263,253,Internet,$30.
4264,253,Transportation,$121 for my unlimited MetroCard
4265,253,Gym,$30
4266,253,Savings,"$200, automatically deducted from my checking account. (I also throw in whatever I have left at the end of the month. I waitressed part-time for about eight months after graduating while living at home, and I saved the majority of my earnings. I have about $13,000 saved.)"
4267,254,Occupation,Accountant
4268,254,Industry,Finance
4269,254,Age,26
4270,254,Location,"Perth, Australia"
4271,254,Salary,"$65,000"
4272,254,Paycheck (2x/month),"$1,880"
4273,254,Rent,"$180 per week. (I live in a three-bedroom apartment with my boyfriend, and he pays $215 per week. We split everything 50/50 since our finances are not combined.)"
4274,254,Student Loan Payment,$300 from a U.S. savings account
4275,254,Gym,"$205, which includes unlimited classes per month. (Yes, I know it's a lot of money, but I go pretty much every day.)"
4276,254,"Energy, Wi-Fi & Gas",~$70 for my portion
4277,254,Netflix,$5.50 for my half. (I share an account with my boyfriend.)
4278,254,Spotify,$14
4279,254,Phone,$35. (I have a pay-as-you-go monthly plan.)
4280,254,Watch,"$395. (I bought my boyfriend a TAG Heuer watch for Christmas, and I have two more monthly payments for it. I can pay it all off now, but I would rather accrue interest in my savings account and pay monthly.)"
4281,254,Superannuation,"My company contributes 12.53% of my pre-tax wage to my retirement fund. (I currently have $35,000 saved.)"
4282,254,Savings,"I try to transfer $1,200 to my savings every month."
4283,255,Occupation,IT Professional
4284,255,Industry,Higher Education
4285,255,Age,31
4286,255,Location,"Seattle, WA"
4287,255,Salary,"$65,400. (My husband and I keep our finances separate, but we do have one joint savings account.)"
4288,255,Paycheck (2x/month),"$1,997, after taxes, health insurance, retirement contribution, and transportation."
4289,255,Rent,"I pay $1,225 and my husband pays $750. (We live in a two-bedroom apartment and split rent proportional to income.)"
4290,255,Student Loan Payments,$0. (I had scholarships that covered my tuition.)
4291,255,Health Insurance,$45
4292,255,Transportation,$25 for a monthly bus pass
4293,255,Car Insurance,$80
4294,255,Utilities,$150
4295,255,"Hulu, Netflix & HBO",$0. (My husband pays for these.)
4296,255,Internet,$0. (My husband pays.)
4297,255,Phone,$0. (I'm on my family's plan.)
4298,255,Roth IRA,$478
4299,255,Long-Term Savings,"$1,120. (My husband and I both contribute to this.)"
4300,255,Therapy,$11.20/week
4301,256,Occupation,Retirement Analyst
4302,256,Industry,Human Resources
4303,256,Age,25
4304,256,Location,"Kenosha, WI"
4305,256,Salary,"$54,500"
4306,256,Paycheck (Biweekly),"$1,535"
4307,256,Mortgage Payment,"$1,300, which my husband and I split evenly. (My husband and I maintain completely separate bank accounts, but we do have a joint account that we pay bills out of every month. We split everything equally since we make about the same amount of money. We like to spend our money differently – he doesn't buy much, whereas I love to shop.)"
4308,256,Student Loan Payment,"$125. (I have less than $10,000 remaining.)"
4309,256,Car Loan Payment,$475
4310,256,Car & Home Insurance,"$160, which my husband and I split equally"
4311,256,Internet & Cable,"$118, which my husband and I split equally"
4312,256,Hulu,$11.99
4313,256,Netflix,"$0. (Thanks, Dad.)"
4314,256,Blue Apron,$120 (which my husband and I split equally)
4315,256,Cell Phone,"$0. (Thanks, Mom.)"
4316,256,Health Insurance,$0. (I'm still on my parents' insurance.)
4317,256,401(k),7% of my paycheck. (My company matches 50% of the first 6%.)
4318,256,Credit Card Debt,"$300 this month, but it varies. (My husband and I frequently book travel on my credit card, which has a great rewards program. I try to pay off as much as possible but sometimes we do have a rolling balance.)"
4319,256,Savings,$400. I have a direct deposit of $200 set up for each payday.
4320,256,Amazon Prime,$99/year
4321,257,Occupation,Marketing Associate
4322,257,Industry,Nonprofit
4323,257,Age,23
4324,257,Location,"Brooklyn, NY"
4325,257,Salary,"$44,000"
4326,257,Paycheck Amount (2x/month),"$1,242 after tax and 403(b) contribution"
4327,257,Rent,"$1,225. (I live with one roommate.)"
4328,257,Student Loan Payments,"$250. (If I keep on this trajectory, I'll pay off my last interest bearing loan by the end of 2018.)"
4329,257,Utilities & Internet,~$105
4330,257,MetroCard,$121 for 30 days unlimited
4331,257,Spotify,$9.99
4332,257,Savings,$150
4333,257,403(b),$150
4334,257,HealthInsurance,$0. (My work pays for it.)
4335,257,Phone,"$0. (My parents pay for it. Whenever I visit home, I try to do work for my dad's small business as a form of repayment.)"
4336,257,Gym,I paid $75 for six months in December.
4337,258,Occupation,Digital Strategist
4338,258,Industry,Journalism
4339,258,Age,24
4340,258,Location,"Boston, MA"
4341,258,Salary,"$56,100"
4342,258,Paycheck (Monthly),"$1,774, plus $600-$800 in freelance income"
4343,258,Rent,"$1,100. (My SO makes about three times my salary, plus a significant bonus, so we split rent 60/40. It's important to me that I feel like I'm paying for my own living expenses, but he always picks up nice dinners, bigger vacation expenses, etc.)"
4344,258,Student Loan Payment,"$0. (I graduated from college with $30,000 in private loans, and paid them off two years after graduating.)"
4345,258,"Utilities, Cable & WiFi",~$100
4346,258,Spotify,$4
4347,258,Subscription,$4
4348,258,Therapy,$50
4349,258,Headspace,"$12.99. (This is a new expense, suggested by my therapist.)"
4350,258,Phone Bill,$97
4351,258,"Netflix, HBO Go & Hulu",I use my boyfriend's.
4352,258,Workout Class Package,"$125, alternating between spin and barre every month"
4353,258,Transportation,$0. (I walk to work.)
4354,258,401(k),$400
4355,259,Occupation,Human Resources Business Partner
4356,259,Industry,Telecommunications
4357,259,Age,34
4358,259,Location,"Minneapolis, MN"
4359,259,Salary,"$68,888"
4360,259,Paycheck (2x/month),"$1,783"
4361,259,Mortgage,"$1,260, including property taxes and insurance. (My boyfriend pays $600.)"
4362,259,Student Loan Payment,$240
4363,259,401(k),$316. (6% of my income.)
4364,259,"Medical, Vision & Dental Insurance","$88, pretax"
4365,259,Sling TV App,$22
4366,259,Phone Bill,$50. (I'm on a family plan with my parents and boyfriend.)
4367,259,Car Insurance,$80
4368,259,Utilities,~$250
4369,259,UNICEF Donation,$7
4370,260,Occupation,Case Manager
4371,260,Industry,Nonprofit
4372,260,Age,24
4373,260,Location,"Spartanburg, SC"
4374,260,Salary,"$38,500"
4375,260,Paycheck (Monthly),"$2,547.08"
4376,260,Uber Monthly Income,"$500-$900, depending on how often I drive"
4377,260,Rent,"$750, including water bill. (I live with my husband, but he isn't working due to his immigration status, so I pay all the bills. Since he isn't a U.S. citizen, we don't share finances at the moment.)"
4378,260,Student Loan Payment,"$44.57 minimum, but sometimes I pay more."
4379,260,Car Loan Payment,$250.31
4380,260,Electricity,"$50-$100, depending on the season."
4381,260,Internet & Cable,$116.95
4382,260,Car Insurance,$89.90
4383,260,YMCA Membership,$60
4384,260,Credit Cards,"~$500. (I'm paying off a couple at the moment, thanks to my stupid 18-year-old self.)"
4385,261,Occupation,Associate
4386,261,Industry,Law
4387,261,Age,30
4388,261,Location,"Chicago, IL"
4389,261,Salary,"$180,000"
4390,261,Paycheck (2x/month),"$5,130"
4391,261,Rent,"$1,395. (I live alone in a small brownstone.)"
4392,261,Student Loan Payments,$0. (I got a full-ride scholarship to law school.)
4393,261,Utilities,"~$100. (Varies, depending on how cold it is.)"
4394,261,Internet,$45
4395,261,Cell Phone,$80. (Work reimburses about half of this.)
4396,261,Gym,$0. (Paid for by my work.)
4397,261,Spotify,$10
4398,261,Netflix,$0. (I use my boyfriend's account.)
4399,261,Investments,"$2,000. (I set up a monthly transfer to a brokerage account that's invested in index funds. I'm not eligible for a 401(k) at my job yet.)"
4400,262,Occupation,Program Coordinator
4401,262,Industry,Nonprofit Legal Services
4402,262,Age,23
4403,262,Location,New Jersey. (I commute to NYC for my job.)
4404,262,Salary,"$35,000"
4405,262,Paycheck Amount (Biweekly),"$1,035"
4406,262,Rent,"$0. (I live with my parents, who generously do not ask that I pay rent. I think they recognize that my salary is low relative to the high cost of living in NYC. Generous as they are, they definitely don't want me to stick around for much longer than a year, and I anticipate moving out by late summer.)"
4407,262,Student Loan Payment,"$196.15. (I have ~$20,000 in student loan debt that I've just begun paying off.)"
4408,262,Bus Pass,$210
4409,262,Unlimited MetroCard,$121
4410,262,Phone,"$0. (Still on my family plan. Once I move out, I'll start paying my portion.)"
4411,262,Netflix,$0. (Yet another mooching-off-my-parents situation.)
4412,262,401k,"$60. (My employer matches a little over half of this, so in total, my retirement account accrues $100.)"
4413,262,Health Insurance,$0. (Staying on my mom's plan until I'm 26.)
4414,262,Gym Membership,$27
4415,262,Savings,"$750. (Some months it's more, if I've been conservative with my spending.)"
4416,263,Occupation,Program Coordinator
4417,263,Industry,Government
4418,263,Age,27
4419,263,Location,"Scottsdale, AZ"
4420,263,Salary,"$41,500"
4421,263,Paycheck Amount (Biweekly),"$1,074.68"
4422,263,Rent,$513. (I live with two roommates in a three-bedroom house with a pool.)
4423,263,Student Loan Payment,$220. (I am 13 months into my PSLF program.)
4424,263,Car Loan Payment,"$185. (I have $7,500 in total left.)"
4425,263,Health Insurance,$36
4426,263,State Retirement Plan,$355
4427,263,Short Term Disability,$7.12
4428,263,Cell Phone Bill,"$72, paid to my mom"
4429,263,Internet,$28
4430,263,"Water, Trash & Electricity",~$90
4431,263,Pool Service,$29.67
4432,263,Budgeting Software,$5
4433,263,Public Transportation,$0. (I get a free transit pass through my work.)
4434,263,Spotify,$10.78
4435,263,Car Wash Membership,$11.99
4436,263,Hulu,$12.71
4437,263,Charity,"$50, to various organizations."
4438,263,ClassPass,$45 for five or six classes. (I also have a free gym access through work.)
4439,263,Pet Expenses,"~$150, between food, treats, grooming, toys, and medication."
4440,263,Savings,"I allocate $220 into a separate account for things like taxes, credit card user fees, vet appointments, medical bills, and other irregular expenses. $220/month was the average I spent in 2017 on all of these combined, which is how I came up with that number. I also put $125 into this account every month to pay for birthdays, gifts, holiday expenses, etc."
4441,264,Occupation,Research Analyst
4442,264,Industry,Nonprofit
4443,264,Age,33
4444,264,Location,"Astoria, New York"
4445,264,Salary,"$59,000"
4446,264,MyPaycheck Amount (1x/month),"$3,400"
4447,264,My Fiancé's Paycheck Amount (1x/month),"$3,600"
4448,264,Mortgage & Maintenance Fees,"$1,350. (My fiancé, R., and I currently live in an apartment that he pays rent for. When our lease is up in a few months, we will move into a one-bedroom apartment that I own.)"
4449,264,Student Loan,$370
4450,264,Health Insurance,$0. (My employer pays.)
4451,264,401k,"I don't make any contributions, but my employer contributes $145.75 every month. (I currently have ~$4,000 in that account.)"
4452,264,Phone,$90
4453,264,Internet,$60
4454,264,Hulu,$7.99
4455,264,Netflix,$10.99
4456,264,Gym,$36
4457,264,Credit Cards,"$345. (I recently paid off ~$8,000 and will be done with the rest by November of this year.)"
4458,265,Occupation,HR Manager
4459,265,Industry,Sports & Entertainment
4460,265,Age,22
4461,265,Location,"Portland, OR"
4462,265,Salary,"$50,000"
4463,265,Paycheck Amount (Biweekly),"$1,436.36."
4464,265,Rent,"$795, split evenly between me and my boyfriend. (We currently live in a small two-bedroom apartment outside of Portland. When my boyfriend finishes school in May, we'll be making the move up to Portland and trading in our cheap housing for a shorter commute!)"
4465,265,Student Loan Payment,$0. (My parents very generously made sure I was able to graduate college with no student loans.)
4466,265,Spotify,"$15. (I cover my 16-year-old sister on my family plan, and in return, I use my parents' credit card every so often for little things.)"
4467,265,Health Insurance,$0. (I'm on my parents' health insurance.)
4468,265,401(k),"I don't have one yet, but it will become active after 90 days of employment."
4469,265,Utilities,"$0. (My boyfriend plays for electricity and our cable/internet, and I pay for groceries. Once we move into an apartment in Portland, we'll set up a real budget, but since we're only in our current place for three months, we're being pretty flexible.)"
4470,265,Netflix,$0. (I use my parents' account.)
4471,265,Hulu,"$0. (Luckily, my boyfriend gets Hulu for free through his Spotify subscription. I have no shame in my mooching game.)"
4472,266,Occupation,Policy Analyst
4473,266,Industry,Government
4474,266,Age,25
4475,266,Location,"Tallahassee, Fl"
4476,266,Salary,"$42,000"
4477,266,Paycheck Amount (Monthly),"$2,694"
4478,266,Rent,"$954, split evenly with my boyfriend. (We live in a two-bedroom, two-bathroom apartment.)"
4479,266,Student Loan Payment,$486
4480,266,Car Loan Payment,$255
4481,266,Pension Plan,3% of my income
4482,266,Deferred Compensation Retirement Plan,$75. These amounts are taken out before I get my paycheck.
4483,266,"Health Care, Dental & Vision","$67, taken out of my paycheck."
4484,266,Utilities,"~$100 in the winter, ~$140 in the summer (my half of our shared bill with my boyfriend)"
4485,266,Renters Insurance,$20
4486,266,Cable & Internet,$73 (This is my half of our shared bill.)
4487,266,Phone Bill,$75 (I'm on a family plan with my brother.)
4488,266,Car Insurance,$175
4489,266,Donations,$50
4490,266,Netflix,"$15.30 (I pay for a bunch of my freeloading friends and family, haha!)"
4491,266,Emergency Fund,$50
4492,266,Vacation/Gift Fund,$415. (I am saving for three different trips.)
4493,267,Occupation,Web Content Coordinator
4494,267,Industry,E-Commerce
4495,267,Age,29
4496,267,Location,"Wilmington, DE"
4497,267,Salary,"$39,728"
4498,267,Paycheck Amount (2x/month),"$1,076"
4499,267,Mortgage,"$1,135, split evenly with my boyfriend. (Includes property tax.)"
4500,267,Student Loan Payment,$227
4501,267,Plumbing Repair Loan Payment,$350
4502,267,Health Insurance,"$55 per paycheck, deducted before taxes"
4503,267,401k,3% of my salary. (And my company matches.)
4504,267,Car Insurance,$50
4505,267,Trash Pickup,$30
4506,267,Gas & Electric,$0. (Boyfriend pays!)
4507,267,Cable,$0. (Boyfriend again!)
4508,267,Netflix,$0. (I use my boyfriend's account.)
4509,267,Spotify,$9.99
4510,267,Hubble Contact Subscription,$30
4511,267,Gym,$10
4512,267,Credit Card Payment,I try to pay ~$75-$100. (My balance is hovering around $700.)
4513,268,Occupation,AmeriCorps Member
4514,268,Industry,Nonprofit Education
4515,268,Age,23
4516,268,Location,"Brooklyn, NY"
4517,268,Salary,"$17,700"
4518,268,Paycheck Amount (2x/month),$738.13
4519,268,Rent,"$900 (I live with four other people, and I have the smallest room.)"
4520,268,Student Loan Payment,"$0 (My parents are paying off my student loans. Thank you, Mom and Dad.)"
4521,268,Health Insurance,$0 (My employer pays.)
4522,268,MetroCard,$0 (My employer reimburses me.)
4523,268,Phone,"$55 (I'm on my family's plan and pay my share, which covers the cost of the phone, the plan, and tax.)"
4524,268,Internet,$12.18 (My roommates and I each pay one-fifth of the cost.)
4525,268,Utilities,~$30 (It varies by month based on how much we use our heat and electricity.)
4526,268,Netflix,$0 (I use my parents' account.)
4527,268,Apple Music,$4 (I use my college email to get the student discount.)
4528,268,Gym,$15
4529,268,Yoga,$0 (Birthday present from my parents.)
4530,268,Therapy,$15/week (This is my discounted cost with insurance.)
4531,269,Occupation,Entrepreneur
4532,269,Industry,Network Marketing
4533,269,Age,28
4534,269,Location,Alaska
4535,269,MySalary,"$60,000"
4536,269,Paycheck #1 (Monthly),"~$2,500. (I’m an independent contractor, so I’m responsible for my own taxes and save about $1,000/month for them.)"
4537,269,Paycheck #2,$800. (I work part-time as an office manager at a spa.)
4538,269,My Husband's Salary,"$120,000"
4539,269,My Husband's Paycheck Amount (Weekly),"~$1,800"
4540,269,Mortgage,"$2,156.17"
4541,269,Monthly Loan Payments,"$2,500, for student loans and vehicles."
4542,269,Utilities,$336
4543,269,Internet,$95
4544,269,Gym,$93
4545,269,Netflix,$11.32
4546,269,Prescriptions/Medical Supplies,$160
4547,269,Allergy Shot,$25
4548,269,Doggy Daycare,$360
4549,269,Debt Repayment,"$2,500"
4550,270,Occupation,English Teacher
4551,270,Industry,Education
4552,270,Age,26
4553,270,Location,"Grand Rapids, Michigan"
4554,270,Salary,"$41,000"
4555,270,Paycheck Amount (2x/month),$992.58
4556,270,Rent,"$600 for my share. (Rent includes gas, water, trash, internet, a plowing service in winter, and lawn care.)"
4557,270,Student Loan Payment,$178
4558,270,Car Loan Payment,$100
