mn_exp_amt,mn_exp_rawtext,diary_index
81.0,Rock Climbing Gym Membership,208
840.0,Savings,208
452.0,Joint Account,208
1150.0,Rent:  Our total rent is,209
450.0,. I pay,209
0.0,since I paid all our rent while my boyfriend was unemployed. Student Loans,209
800.0,for student loans. I'm on deferment. Credit Cards,209
30.0,for credit cards as I get out of extremely high debt. Utilities,209
25.0,"for my half of electric,",209
60.0,"for my half of internet Phone Bill:  Still on a family plan, but I pay my mom",209
80.0,every month. Transportation:  Around,209
180.0,Health Insurance,209
90.0,"taken out of my paycheck,",209
35.0,"each check Hulu, Spotify, Squarespace, Texture",209
40.0,Gym,209
25.0,Charity,209
200.0,Savings:  Trying to put,209
985.0,Monthly Housing Costs,210
0.0,Monthly Loan Payments,210
10.81,Netflix,210
7.99,Hulu,210
7.62,Zipcar,210
500.0,Credit Cards:  Roughly,210
124.0,spread over a few cards MetroCard,210
910.0,Monthly Housing Costs,211
200.0,(I pay ~,211
0.0,Monthly Loan Payments,211
80.0,Utilities,211
40.0,Phone bill,211
77.0,Car insurance,211
102.0,ClassPass 10 pack,211
11.0,Spotify,211
120.0,Doggie Daycare:  ~,211
500.0,Savings,211
1647.5,Monthly Housing Costs,212
0.0,for my half. I share a two-bedroom shoebox with my friend from high school. Monthly Loan Payments,212
40.0,I'm lucky that my parents paid for my college education. Utilities:  Roughly,212
6.95,"for gas, my half. We recently signed up with Green Mountain Energy, and for an extra",212
34.85,"a month, our electricity comes from renewable power. Totally worth it!  Cable and Wi-Fi",212
121.0,Travel,212
60.0,"for a monthly MetroCard pass, which comes out of my paycheck on a pre-tax basis;",212
24.0,for cabs;,212
175.0,for trains home.  Health Insurance:  I'm on my parents' plan. Phone Bill:  I'm on my parents' plan. Gym Membership,212
100.0,reimbursed,212
14.99,through work.  HBO Now,212
75.0,,212
15000.0,per paycheck. I also have a savings account that has about,212
800.0,Housing,213
1500.0,. My boyfriend and I split a two-bedroom casita with a backyard for our two dogs. Loan Payments:  I have ~,213
50.0,in student loans and pay,213
150.0,/month towards them. Roth IRA contribution,213
170.0,Gym Membership,213
55.0,Orangetheory unlimited membership Cell Phone:  ~,213
40.0,Credit Card Payment,213
220.0,,213
70.0,". The first 6% is matched by my employer each pay period, along with a 3.5% annual contribution. HSA",213
102.0,pre-tax contribution Health insurance,213
408.0,pre-tax High Deductible Health Plan insurance Advertisement Split Expenses With My Boyfriend From Our Joint account Car Payment,213
183.0,for our 2014 Subaru Outback Car/Renters Insurance,213
54.0,". We have four bundled policies that cover my Honda Accord, the Subaru Outback, my boyfriend's motorcycle, and our renters insurance. Internet",213
80.0,Water,213
60.0,water and trash/recycling Electricity,213
1360.0,Housing,214
625.0,/month for my mortgage and,214
31.0,/month for maintenance Electricity,214
190.0,Two student loans,214
620.0,/month and,214
233.0,/month. I pay my credit card balance off in total every month. Gym Membership,214
60.0,"/month for Equinox. It's crazy expensive, but I love the gym and it gives me an incentive to go as much as possible.  MetroCard:  About",214
62.0,/month for an EasyPay card.  Internet,214
12.0,/month Subscriptions,214
12.0,/month for Hulu Plus;,214
10.0,/month for Netflix;,214
3.0,/month for Spotify;,214
152.0,/month for iCloud storage Clothes,214
18.0,/month for Rent the Runway Unlimited. Charity,214
16.0,/month to the ASPCA and,214
901.0,I put,214
110.0,Car Payment,215
100.0,Utilities and Internet:  ~,215
140.0,Cell Phone,215
80.0,. I'm still paying off a phone that I bought a year ago on top of my monthly payments.  Therapy,215
20.0,". I go to a low-cost, sliding-scale counseling center, where my sessions are",215
20.0,a week. Gas,215
64.0,. I'm working on replenishing it.  Health Insurance,215
40.0,taken out of my paycheck.  New York Times  subscription,215
640.0,Monthly Housing Costs,216
0.0,"a month, utilities included. I'm a single parent and live with my aunt and my son. Monthly Loan Payments",216
10.45,since I qualified for financial aid. All Other Expenses   Gym membership,216
31.0,MetroCard,216
70.0,"/week, pre-tax Credit Cards",216
100.0,Savings:  I really try to save at least,216
80.0,/month. Phone bill:  My share on a family plan is,216
7.0,/month. Apple Music:  I pay,216
14.99,and my sister pays the rest of the,216
0.0,subscription. Netflix,216
65.0,thanks to my older sister.  Health insurance,216
10.0,Netflix,217
120.0,Travel,217
79.0,Internet,218
8.0,Netflix,218
30.0,Utilities:  My partner pays. Phone Bill:  My mom pays. Unlimited Bus Pass,218
600.0,"deducted from my paycheck before taxes, roughly each week. Savings:  Anything that's leftover in my checking account at the end of the month is transferred to savings. Sometimes this is",218
25.0,sometimes it's,218
7805.0,"Housing:  I live in off-campus housing, which is",219
116.5,a semester with a meal plan. Transportation,219
300.0,Flywheel Membership,220
150.0,Cable & Internet,220
30.0,Electricity,220
9.99,Netflix,220
280.0,Hello Fresh Delivery,220
1000.0,Contribution To Joint Savings Account,220
40.0,United Way Charity Contribution,220
50.08,Parking At Work,220
1300.0,Monthly Housing Costs,221
3700.0,(Total rent is,221
0.0,Monthly Loan Payments,221
155.71,Spa Membership,221
80.0,Cleaning Service,221
127.61,Waxing,221
150.21,Eyelash Extensions,221
0.0,"Gas, Cable, Electric, Netflix & Apple Music",221
1900.0,Rent,222
10.0,Netflix,222
75.0,Gym Membership,222
100.0,Charitable Giving,222
75.0,Car Insurance,222
50.0,Internet,222
20.0,MetroCard,222
0.0,pre-tax taken from my paycheck Cable,222
750.0,Housing Costs,223
300.0,for my share of the rent  Loan Payments:  None. I made sure to pay off all my loans before I moved out of my parents' house. Originally paid about,223
20.0,a month. Electricity,223
50.0,Phone bill:   Pay my parents,223
43.0,Cable & Internet;,223
116.5,Unlimited MetroCard,223
0.0,Rent,224
0.0,I share a home with boyfriend and his job provides him with housing! Monthly Loan Payments,224
100.0,"right now. Law school loans are deferred, since my income is low right now. Sometimes I pay",224
0.0,-200 when I am able. Cell Phone Bill,224
8.0,my my mom agreed to pay my bill during law school and she has let me stay on it until I get a higher paying job. Hulu,224
195.0,Car insurance,224
25.0,/every 6 months Gym,224
90.0,Electric and water:  ~,225
50.0,Internet,225
55.0,Cell phone,225
200.0,Savings,225
340.0,"each month, more if I can afford it. Retirement:  ~",225
10.0,". I have a state retirement plan, so before taxes, 8.6% of each paycheck goes to retirement, and my employer contributes as well.  Health Insurance:  ~",225
92.0,". My insurance is offered through my job via the state. It's a savings plan — so cheap monthly, with a high deductible. Hospital payment",225
50.0,Utilities,226
50.0,". My fiancé pays the internet, electricity, and gas bills, which fluctuate month to month, but I give him",226
250.0,at the time rent is due to cover my half. Parking:  We pay,226
125.0,for a garage spot; my share is,226
57.25,. Transportation,226
248.0,"/week, or about",226
60.0,"/month, for the MTA seven-day unlimited Express Bus pass  Phone Bill",226
30.0,Health Insurance,226
10.0,taken out pre-tax and subsidized by my company Dental Insurance,226
72.0,taken out pre-tax and subsidized by my company Gym,226
9.99,Spotify,226
0.99,iCloud Storage,226
10.0,Cat expenses:  ~,226
1000.0,for food and litter Savings Account,226
400.0,"8% pretax, or",226
600.0,per month. My company matches 25%.  Credit Card Bills,226
150.0,Renters and Car Insurance,227
18.0,Subscriptions:  Netflix and Amazon Prime,227
75.0,Health Insurance,227
100.0,FSA,227
1500.0,,227
15.0,", no match Mass Transit",227
458.0,Roth IRA,227
30.0,Internet,227
80.0,Gas and Electric,227
100.0,-,227
