title,value,diary_index
Student Loan Payments,$450 for private student loans,226
All Other Hot Spot Yoga,$99 for an unlimited membership,226
Dropbox,$9.99,226
Health Insurance,$275,226
Netflix,$10,226
Spotify,$10,226
Renters & Life Insurance,$35,226
Amazon Prime,$12.99. I pay monthly because I'm often out of the country and I cancel during travel months.,226
Car Insurance,$80,226
IRA Contribution,$250-$500,226
Occupation,HR Advisor,227
Industry,Small Buisness,227
Age,26,227
Location,London/Birmingham,227
Salary,"$77,837",227
Bonus,"~$14,000",227
Paycheck (Once Per Month),"$4,427",227
Housing Costs,"$1073 for a cute, one-bed flat just out of London. No roommates unless my sister is crashing for the night.",227
Student Loan Payments,None. I finished paying my student loan a few months ago!,227
Netflix,$10.73,227
Apple Music,$13.42,227
Birchbox,$13.42,227
Skating,$53 for unlimited ice time at the local rink,227
Charitable Donations,"$671, mostly to youth helplines and youth programs in East London. I've seen firsthand how even a tiny amount can make a massive difference.",227
Savings,"$1,371 plus whatever is left at the end of the month, and most of my bonus. I'm saving in the (distant) hope that I might get a foot on the property ladder one day.",227
Occupation,Copywriter,228
Industry,Advertising,228
Age,22,228
Location,"Brooklyn, NY",228
Salary,"$55,000",228
Paycheck (2x/month),"$1,600",228
Freelance Paycheck,$400-800/month,228
Housing,"$900. I've been subleasing for the last couple of months, so this has varied. This was my total this past month, including utilities.",228
All Other Gym,$15,228
Apple Music,$5.99,228
Adobe CC,$15. (I split it with my best friend.),228
Apple Storage,$0.99,228
Savings,"~$1,000 a month, sometimes more. I've had to save up for an apartment deposit the past couple of months, but also have been saving in general.",228
Cell Phone,$50. I'm on my parents' plan and I send the money to my dad.,228
Doggie Credit Card,$50. My family's dog had an unexpected emergency surgery that we had to put on a doggie credit card. I help my dad with a majority of the monthly bill.,228
Health Insurance,On my mom's plan.,228
Credit Card Debt,$50 - $100. I have a small balance on a student credit card.,228
Netflix/Hulu/HBO,$0. Thanks friends (and brother's ex-girlfriend)!,228
MetroCard,$121/month for a monthly unlimited pass,228
Occupation,Marketing Manager,229
Industry,Housewares,229
Age,29,229
Location,"Dallas, TX",229
Salary,"$81,000",229
Husband's Salary,"~$75,000 with an annual bonus that ranges each year. (The most recent one was over $10,000.) He gets paid twice a month, about $2,500 after taxes and insurance, which he covers both of us.",229
Paycheck (Weekly),"$1,259. My husband and I do not share a bank account; we keep our personal expenses separate, so aside from household expenses and travel, we don't really keep tabs on each other. What works for us is for him to auto-pay our bills from his account and for me to pay him twice a month — the first of the month for the mortgage, and around the 15th for electric, cable, internet, water, and groceries. I do all of the grocery shopping and pay for it with an AmEx that is in my name but is his account, that he pays for. As for dining out, he typically pays for the more expensive meals and I pay for the less expensive ones (unless I offer beforehand or it is a special occasion).",229
Housing Costs,"$2,200 split 50/50 with my husband. We own our own home.",229
Car Payment,$583,229
Credit Cards,"$1,000. I have two credit cards that I am working to pay off: the first has a balance of just over $2,300 and the other, just under $2,900. My goal is to pay off by April/May. I put $500 to each card every month, and when the smaller one is paid off, I will shift that money over and make an even larger payment. So far I am on goal. (And I give myself bonus points for paying for Christmas 100% in cash!)",229
Furniture Payments,$150,229
All Other Monthly Subscriptions,$30,229
Utilities,~$200,229
Savings,$500,229
Occupation,Recruiter,230
Industry,Staffing,230
Age,27,230
Location,"Minneapolis, MN",230
Salary,"$60,000 plus ~$1,000/month in commission",230
Paycheck (2x/month),"$1,689",230
Housing Costs,$812. I live in a townhouse in Northeast Minneapolis with two roommates.,230
Student Loan Payments,$403. My parents also contribute $200/month.,230
All Other Car Payment,$250 for my leased car,230
Credit Card,"~$300. I'm trying to quickly pay off a balance of $1,000.",230
Health Insurance,$128.52,230
401(k),$354.98,230
HSA,"$50, and my employer matches.",230
Apple Music,"$10.99, although I've been thinking about switching to Spotify.",230
Donations,$37.87. I donate monthly to an environmental organization to offset my carbon footprint. They have a calculator to figure out how much you impact the environment. I also donate $20/month to Planned Parenthood.,230
Savings,"$1,000. I'm aggressively saving (usually my entire commission check) because I'll be a full-time intern for the better part of a year in 2018.",230
Occupation,Land Use Planner,231
Industry,Municipal Government,231
Age,39,231
Location,"Denver, CO",231
Salary,"$63,500",231
Paycheck (Biweekly),"$1,606.18",231
Gender,"Transgender FTM (closeted, pre-HRT)",231
Housing Costs,"$2,461. I pay $821; my partner pays the rest.",231
Loan Payments,"$787 to cover car loan, student loans, and credit cards.",231
"All Other Pension, Life Insurance, Healthcare",My monthly pension is deducted from my paycheck pre-tax. My life insurance and healthcare expenses for my high deductible plan are also auto-deducted from my paycheck.,231
Therapy Appointments,"$240/week for co-pays. (I have to meet a $1,500 deductible each year for my healthcare plan.)",231
Parking,$205/month for parking downtown,231
Roth IRA,$200,231
HOA Dues,$185,231
Auto & Homeowner's Insurance,$156,231
Cell Phone,$70,231
Google Music,$10.36,231
Other,"My partner makes $98,000/year, so he pays for our $68/month solar panels, the $40 secondary HOA monthly dues, our variable gas bill ($25-$95 from summer to winter), and our $70/month security system bill. He also pays for almost all our restaurant meals. We do maintain almost totally separate finances. We have one joint account at our credit union that we use to pay the mortgage; when that is due, he transfers money to the joint account, and I transfer it into my account and pay the mortgage. (We each have various bill pay, ACH, and other accounts set up to debit from our individual checking accounts to pay the bills.)",231
Occupation,Content Marketing Manager,232
Industry,Tech,232
Age,25,232
Location,"San Jose, CA",232
Salary,None.,232
Paycheck,"None; I'm currently unemployed. Our company wasn't doing so well financially, so they basically let everyone go.",232
Housing,"$0. I still live at home, and I refuse to pay the exorbitant rent prices in the Bay Area. To be honest, my very traditional Asian parents wouldn't mind if I lived with them forever.",232
Student Loans,None. I finished paying off my student loans 20 months after graduation.,232
Car Payment,$726.85. I drive an SUV ($393.44) and my sister's car ($333.41) while she's not working.,232
All Other Car Insurance,$500 every six months to my parents since they pay for the car insurance.,232
Cell Phone,"$332.35. I pay for my family's lines, and my boyfriend recently joined our plan. He pays me back every month though ($25), and my sister pays for her monthly device payment ($45).",232
Internet & Electricity,$0. Parents take care of this.,232
Amazon Prime,$0. Mooch off my brother's student Prime subscription.,232
Netflix,$10.99,232
Savings,"$0 for now. I have about $15,000 in savings and $11,000 in my 401(k), and I hope I can find a new job before I have to dip into my funds. For now, I'm relying on my last two weeks of pay, vacation pay, and my severance package to pay my bills and miscellaneous expenses.",232
Occupation,Medical Assistant,233
Industry,Medicine,233
Age,23,233
Location,Tampa,233
Salary,"$29,000",233
Paycheck (2x/month),"$1,100",233
Housing,"$675 for my share of the rent on a two-bedroom, one-bathroom apartment.",233
Student Loan Payments,"$150. I'm a graduate student so I'm still in school, but I pay to keep the principal down.",233
All Other Car Insurance,$70,233
Phone,$65,233
Netflix & Hulu,$21,233
Spotify,$12.99,233
Barre Studio,$50,233
Roth IRA,4% of every paycheck,233
Occupation,Front Of House Manager & Waitress,234
Industry,Hospitality,234
Age,27,234
Location,"Bucks County, Pennsylvania",234
Manager Salary,$18/hour,234
Paycheck (Weekly),$180,234
Housing,"$950 for rent, split in half with my boyfriend.",234
Electricity & Internet,"~$105 each, also split in half",234
Student Loan Payments,$0. I don't have loans from undergrad; my grandparents graciously paid for my education.,234
Car Payment,$175,234
All Other Car Insurance & Cell Phone,I'm on a family plan and pay my parents $180/month.,234
Gym Membership,"$75. My gym is a complete luxury that I know is way out of my price range, but I absolutely love it.",234
Health Insurance,$123; it's not offered through work. I have my own plan.,234
Netflix,$10,234
Apple Music,$10.59,234
Savings,"Because my take-home pay varies so greatly, it's hard for me to commit to a monthly savings amount. Recently, I have been putting my waitressing tips into my checking account and my managing paycheck into savings. If I only work my scheduled managing hours, my paycheck is $180 each week. I usually work more than that though. I put more in savings if I have a good week waitressing. My tips each week vary from $300-$800 or more; $500 is about the average.",234
Occupation,Service Coordinator,235
Industry,Government,235
Age,25,235
Location,"New York, NY",235
Salary,"$67,000",235
Paycheck (Biweekly),$928,235
Bonus (Monthly),"$900-$3,000",235
Housing,$900 for a one-bedroom apartment. I'm extremely grateful that my parents help me out with the rest.,235
Loan Payments,$0. I went to a CUNY school.,235
All Other Savings,$500,235
Credit Card,$500,235
Therapy,$30/week,235
Health & Dental Insurance,$40 pre-tax,235
Phone,$75,235
Spotify,$9.99,235
MetroCard,"$121, but my job reimburses me",235
Amazon Prime,$99,235
"Cable, Internet & Power","$0 — thanks, Mom and Dad",235
Occupation,Student & After-School Teacher,236
Industry,Education,236
Age,19,236
Location,"Chattanooga, TN",236
Salary,$9/hour,236
Housing Costs,$350 for a three-bedroom apartment that I share with two roommates. We could be getting be getting a lot more bang for our buck but we live in a great location.,236
All Other Student Spotify,$4.99 — and includes a Hulu subscription,236
Wi-Fi,$14.50,236
Phone Bill,$0. My phone bill is still covered by my parents.,236
Netflix,$0 — covered by an ex-Tinder guy. Nothing better than ending things getting to keep the Netflix password.,236
Roth IRA,$75 every three months,236
Occupation,Project Management Coordinator,237
Industry,Technology,237
Age,25,237
Location,"Seattle, WA",237
Salary,$24/hour,237
Paycheck (Weekly),$778.51,237
Housing,"$1,833. My boyfriend and I split this evenly each month, each paying $916.50.",237
Car Payment,$239.80,237
All Other Parking,$150,237
Wi-Fi,$73.90 split evenly with my boyfriend ($36.95 each),237
Phone Payment,$70,237
Hulu,$12.92,237
Health Insurance,I'm on my parents' insurance for three more months,237
Credit Card Debt,"$400-$600. I have a total of $3,000 in credit card debt ($1,500 for each of my two credit cards).",237
Savings,"No monthly savings, but this month I started to put $100 into retirement every month.",237
Occupation,Academic Program Manager,238
Industry,Higher Education,238
Age,30,238
Location,"Columbus, OH",238
Salary,"$48,659",238
Paycheck (Once Per Month),"$2,861 after taxes, retirement, and benefits",238
Housing,"My S.O. and I rent a two-bedroom apartment for $1,095/month. I currently pay the living expenses for myself and my S.O. for a variety of reasons. Don't worry for my financial security; it's a risk you take when you live with someone and I'm happy I'm in a position to keep us stable.",238
StudentLoans,$237.59 for my grad school loans. My parents covered my undergraduate education.,238
Car Lease,$177.17,238
All Other Benefits,"$111.90 (out of my paycheck) for health, dental, vision, and FSA",238
Water,~$34,238
Gas,level payments of $43/month,238
Electric,level payments of $35/month,238
Hulu,$7.99,238
Internet,$39.99,238
Sling TV,$19.99,238
Netflix,$0. I use my mom's account,238
Cell Phone,$0 — covered by work,238
Car & Rental Insurance,$173,238
Savings,"$120, just to have liquid cash",238
Credit Card Debt,Whatever cash is left in my checking at the end of the month goes toward paying off my credit card balance. That's usually about $200/month.,238
Retirement Contribution,$405.50 out of my paycheck. (I'm required to put in 10%; the school puts in an additional 12%.),238
Occupation,Executive Personal Assistant,239
Industry,Philanthropy,239
Age,28,239
Location,"Palo Alto, CA",239
Salary,"$97,000",239
Paycheck (2x/month),"$2,450",239
Housing,"$1,700. I live in a five-bedroom townhouse with four roommates. Our rent includes water, electricity, and monthly cleaning services. I also have one of two private parking spots that I am supposed to be billed $50/month for, though they have never charged me.",239
Loan Payments,"$0. Thank you, parents!",239
All Other Gym Membership,$95,239
HBO,$15,239
Spotify,$9.99,239
Match.com,$35. I need to cancel this.,239
Cell Phone,$100. About half is reimbursed by work.,239
Rent The Runway,$150 for an unlimited subscription,239
Occupation,Policy Analyst,240
Industry,Higher Education Policy,240
Age,29,240
Location,"Arlington, VA",240
Salary,"$81,600",240
Paycheck (2x/month),"$2,045",240
Housing,"$1,240. I share a two-bedroom, two-bath apartment with my roommate. She has the master bed and bath, so she pays more.",240
Loan Payments,"$0. I'm lucky enough to have gotten a lot of scholarships, and my parents were able to cover the rest.",240
All Other Cell Phone,$45 to my mom; we split a family plan,240
Utilities,"~$300 for gas, electric, water, cable, internet, and parking. Since our apartment comes with a free spot, my roommate and I split the cost of the second. I pay upfront, and my roommate sends me half on Venmo.",240
Dropbox,$99/year,240
Medical Membership,$200/year,240
Amazon Prime,$45/year. I share with my brother and need to be careful not to buy anything embarrassing!,240
Netflix,I use my brother's account.,240
HBOGo,Use my boyfriend's account.,240
Yoga Download,$4/month. (I got an amazing deal during their Black Friday sale.),240
Calm App,$40/year,240
ClassPass,I have a five-class pass for $55/month.,240
Roth 401(k),$680 plus $275 from my employer match,240
Roth IRA,$250,240
Travel Savings Account,$185,240
Emergency Fund,"Since I hit my goal, I've stopped contributing.",240
Transportation,$100/month is taken out of my paycheck pre-tax,240
HRA,"My job generally gives employees $3,000/year toward medical expenses and fully pays insurance premiums.",240
Occupation,Registered Nurse,241
Industry,Healthcare,241
Age,25,241
Location,Southern Connecticut,241
Salary,"$87,193",241
Rent,"$920 for my half of the two-bedroom, two-bath apartment I share with a roommate",241
Student Loan Payments,"$300, but I usually pay $400-$500",241
Car Payment,$0. I paid off my car last year after three years of owning it.,241
"Health, Dental, & Vision Insurance",$149.84 taken directly from my paychecks,241
Parking,$51 taken directly from my paychecks,241
TV & Internet,"$123.81. I pay this, and my roommate pays for all other utilities.",241
Gym Membership,$10,241
Savings,"$1,800 deposited directly to my account, but I usually end up using some of this for bills.",241
403(b),$900 taken directly from my paychecks pre-tax,241
Netflix,$66/year (paid in a lump sum to my sister at the beginning of the year),241
Cell Phone,$495 paid directly to my parents' in a lump sum at the beginning of the year,241
Car Insurance (2x a year),$424.30,241
Occupation,Artist's Agent,242
Industry,Advertising,242
Age,30,242
Location,"Brooklyn, NY",242
Salary,"$75,000",242
Paycheck (Bi-weekly),"$1,844.39",242
Home Owners Association Fees,"$400. (We split the full $800 evenly. My husband's parents bought our apartment with a trust, and we pay all costs associated with it.)",242
Student Loan,~$300,242
Car Loan,~$200,242
Parking Space,$200,242
ClassPass,$15 for one class per month. (I try to use the gym in my building more.),242
Cable & Internet,$120,242
MetroCard,"$121, reimbursed by work. (Ubers are also paid for by my job. I normally only take them for work.)",242
Donations,"$50 for NYC Food Bank, $50 for Planned Parenthood, $50 for No Kid Hungry. Also about $20/month worth of $5 Starbucks gift cards to hand to homeless folks I see on my commute. (This allows them to not only buy food and drink, but as they're paying customers, they can use the restrooms and sit inside for an hour or two and get warm.)",242
Spotify,$9.99,242
Roth IRA,$250,242
"Medical, Dental & Vision Insurance",Work pays 100%.,242
Phone,"Work pays 100% until end of January. (After that, I'll get a new plan with my same number.)",242
Pet Insurance,$30,242
Amazon Prime,$99/year,242
Dog Daycare,$500 every 15 visits,242
Physical Therapy,"$150 per visit, and normally two visits per week. (This apparently will be reimbursed back to me 80% in a few months by my insurance.)",242
Occupation,Environmental Scientist,243
Industry,Environment,243
Age,31,243
Location,"Columbus, OH",243
Salary,"$52,700",243
Paycheck (Biweekly),"$1,383",243
Rent,"$683. (I split the full $1,250 cost with my boyfriend and give him a little extra to over electric, gas, and internet.)",243
Car Payment,$430,243
Student Loans,$105,243
Health Insurance,$58.90,243
Dental Insurance,$8.99,243
Retirement,$121.63,243
HSA Account,$4.15,243
Gym Membership,$19.99,243
Hulu,"$13. (We don't have cable, and my boyfriend pays for Netflix and Amazon Prime.)",243
Bed,$62. (We bought a bed when we moved in together. I pay that bill since he pays for most of the utilities.),243
Dog Insurance,$74,243
Credit Card,"$200. (I have a zero-interest credit card, and I put some taxes I owed last year on it, as well as a couple of other things; it's almost paid off.)",243
Renters Insurance,$13,243
Savings Account,$300,243
Occupation,Policy Aide,244
Industry,Government,244
Age,23,244
Location,"Denver, CO",244
Salary,"$50,000",244
Paycheck (1x/month),"$3,224",244
Rent,"$693, which includes water, trash, and electricity. (I live with my boyfriend and another roommate who is a friend. We split the rent evenly three ways.)",244
Student Loan Payments,~$600 (I pay $587.03 toward a private student loan and $40-50$ of my federal loan every month.),244
Hulu,$12. (I usually split it will my roommates. Sometimes I forget and let it slide.),244
Cell Phone,$0. (I'm on my parents' plan but really need to start paying them!),244
Health Insurance,$0. (Also on my parents' plan and trying to wait until I'm 26 before I get my own.),244
Climbing Gym,"$75 for a monthly membership. (My boyfriend really likes to climb and I am starting to get into it. Will see how many times I go this month and if I want to continue going. Our apartment has a gym, but climbing is such a good workout and is more rewarding.)",244
Spotify,$16 for the family plan. (My boyfriend splits it with me if I remember to request money from him.),244
Occupation,Web Writer,245
Industry,Finance & Accounting,245
Age,25,245
Location,"Bergen County, New Jersey",245
Salary,"$60,000",245
Paycheck (Weekly),"$1,200 pre-tax",245
Rent,$0. (I'm lucky that my parents still let me live at home since my job is nearby.),245
Loan Payments,None. My parents paid for my education.,245
Health Insurance,$181.26,245
E-ZPass,Usually around $40.,245
Phone Bill,$42,245
Roth IRA Contribution,"I make one yearly lump sum contribution of $5,500 (the max amount) around tax season.",245
Occupation,Registered Nurse,246
Industry,Health Care,246
Age,24,246
Location,New York City,246
Salary,"$94,000",246
Paycheck Amount (Weekly),"$1,050",246
Rent,"~$1710 (Our rent includes electricity, which is why it fluctuates each month.)",246
Student Loan Payment,"~$800 (My parents helped me pay for my first semester of grad school, so I pay them back in weekly installments of $200.)",246
Wifi,$49.66 (My roommate Venmos me her half every month.),246
Netflix,$7.99,246
Spotify Premium,$4.01 (I'm on my friend's family plan.),246
iCloud Storage,$0.99,246
Stitch Fix Subscription,$20,246
Amazon Prime,"$0 (I mooch off of my mom. Thanks, Mom!)",246
Union Dues,"$114 (The hospital I work at is unionized, so union dues are taken out of my paycheck once a month.)",246
403(b),12% of my weekly paycheck,246
Occupation,Office Manager,247
Industry,Distribution,247
Age,24,247
Location,"Portland, OR",247
Salary,"$43,000",247
Paycheck (2x/month),"$1,400",247
Rent,"$1,089. (I currently live in a one-bedroom apartment by myself. My wife and I are currently separated. It's a long story, but I'm hoping that we'll figure it out soon.)",247
Student Loan Payment,$50,247
Car Payment,$218,247
Utilities,"$100, which includes hot water, sewage, garbage, and electricity",247
Cable & Internet,$120,247
Phone Bill,$60,247
CarInsurance,$90,247
Renter's Insurance,"$20, which also covers my engagement ring and wedding band",247
Amazon Prime,$10.99,247
Netflix,$13.99,247
Health Insurance,"$313, although that is reimbursed by work. (I stopped being covered by my parents' insurance at the end of the year. After considering my options, it turns out that it's cheaper for me to get an individual plan and be reimbursed than to be added to the company's plan. I am very excited about this because I can get incredible insurance for a little over $313 per month and the company will cover all of it.)",247
Occupation,Test Engineer,248
Industry,Aerospace,248
Age,23,248
Location,"Englewood, CO",248
Salary,"$64,760",248
Paycheck (Weekly),$818.28,248
Rent,$824. (I share a four-bedroom townhome with three other girls.),248
Car Payment,$533,248
Student Loan Payment,$545,248
Savings,$200,248
"Electric, Water, Trash, TV & Internet","Varies, but usually ~$60 after a four-way split",248
Car Insurance,$156,248
Spotify,$11,248
Climbing Gym Membership,$79,248
Disney World Annual Pass,"$43. (I have been a Disney pass-holder for four years, after attending college in Florida.)",248
Retirement Savings,$99.63/week. (8% pre-tax deduction with a 4% company match.),248
"Medical, Dental, Vision & Special Accident Insurance",$15.05/week (pre-tax),248
HSA Contribution,$14/week (pre-tax),248
Long-Term Disability Insurance,$3.42/week (post-tax deduction),248
Occupation,Medical Student,249
Industry,Healthcare,249
Age,25,249
Location,"Tallahassee, FL",249
Salary,"$19,000 from unsubsidized Stafford loans, after tuition is deducted",249
Rent,$485,249
Student Loan Payments,"$0. (Scholarships covered my undergraduate education, so thankfully I don't have loans from that.)",249
Spotify Premium,$5. (I get the student deal.),249
Amazon Prime,$5,249
The New York Times,$4. (I get the academic rate.),249
Health Insurance,$0. (Last year on my father's health insurance plan!),249
Cellphone,"$0, also paid for by father.",249
Car Insurance,"$0. (Thanks, Dad!)",249
Gas,$60,249
Blue Apron Subscription,$60/week,249
Occupation,Engineer,250
Industry,Tech,250
Age,25,250
Location,"Mountain View, CA",250
Salary,"$122,000",250
Annual Bonus,"$21,500. (Varies based on performance.)",250
Equity,"$44,500 (Vests over four years.)",250
Paycheck (2x/month),"$2,440, after tax deductions; life, dental and vision insurance, and 401(k), IRA, and HSA contributions.",250
Gender Identity,Agender,250
Rent,"$0. (I live in my car. My workplace has everything I need, including showers, laundry facilities, and internet.)",250
Student Loan Payments,"$1,800. (My parents paid for my undergraduate by refinancing their mortgage, and now I'm paying them back. $46,850 left!)",250
Phone,$225. (I'm on a family plan with my parents.),250
Netflix,$11. (My parents use this as well.),250
Amazon Prime,$9.,250
Health Insurance,$0. (It's covered by work.),250
Dental Insurance,$9,250
Vision Insurance,$4,250
Life Insurance,$18,250
401(k),"$1,542. (My employer matches 50%.)",250
IRA,$458,250
HSA,"$204. (My employer contributes $1,000/year.)",250
Savings,"I keep $10,000 in a money market account and keep my checking account between $1,000-$3,000, investing in index funds when it goes above that.",250
Index Funds,"$5,200. (I have a three-fund lazy portfolio.)",250
Patreon,$31. (Mostly webcomic artists.),250
501(c)(3) Donations,"$500. (My employer matches $6,000/year.)",250
Other Donations,"Last year it averaged to $175/month, and this year I've budgeted $250/month.",250
Money Experiments,"$1,000",250
Hen Harbor Sponsorship,$10,250
Car Insurance,"$260, paid every six months",250
Occupation,Safety Professional,251
Industry,Pharmaceutical Research & Development,251
Age,30,251
Location,"Boston, MA",251
MySalary,"$90,000",251
My Husband's Salary,"$90,000",251
CombinedPaycheck (Biweekly),"$4,539. (My health insurance and train pass come out of my paycheck and my husband's dependent care FSA and HSA come out of his.)",251
Mortgage,"$2,538",251
Student Loan Payment,$132. (My husband already paid his off.),251
Car Loan,$300,251
Couch Payment,$50,251
JetBlue Credit Card,"$1,100. (We have a total of $5,500 that we are trying aggressively to pay off.)",251
Water Bill,$35,251
Daycare,"$1,200. (Our daughter goes to an in-home daycare three days a week, and my mom and mother-in-law watch her two days of the week.)",251
Sewer,$140,251
Gas & Electric,$350,251
Internet & TV,"$135, which includes Netflix and Hulu",251
Gym Membership,$25,251
Pet Insurance,$65,251
Cell Phone,$185,251
Savings,"$650, through 401(k): I contribute 10% of my salary and my work matches 6%. My husband puts in 5% of his salary and his work puts in 10%.",251
Commuter Rail Pass,"$82, which comes out of my paycheck",251
Charitable Donations,"$100 or more, depending on the month",251
Occupation,Research Technician,252
Industry,Biomedical Research,252
Age,23,252
Location,"Saint Louis, MO",252
Salary,"$29,500",252
Paycheck (Biweekly),$826,252
Rent,"$704, which includes monthly pet fee, water, garage parking, and renter's insurance.",252
Student Loan Payment,$175,252
Health Insurance,"~$45, taken out of my paycheck pre-tax",252
403(b),"$50, taken out of my paycheck pre-tax and matched by my employer",252
Utilities,~$30,252
Phone Bill,$35,252
Internet,$45,252
Netflix,$7.99,252
Amazon Prime,$11.99,252
Car Insurance,"$163, every three months",252
Occupation,Leasing Administrator,253
Industry,Real Estate,253
Age,23,253
Location,"New York, NY",253
Salary,"$45,000",253
Paycheck (Semi-monthly),"~$1,600. (I'm contract-based, so it varies depending on my hours logged.)",253
Rent,"$1,150. (I rent a room in a three-bedroom, two-bathroom condo with two roommates.)",253
Student Loan Payment,$0. (I received several scholarships and then my parents paid for the rest of my tuition.),253
Gas & Electric,$30,253
Health Insurance,$181 for my single plan,253
Renter's Insurance,$5,253
Cell Phone,$0. (My parents agreed to pay for my cell phone until I'm fully “on my feet.”),253
Internet,$30.,253
Transportation,$121 for my unlimited MetroCard,253
Gym,$30,253
Savings,"$200, automatically deducted from my checking account. (I also throw in whatever I have left at the end of the month. I waitressed part-time for about eight months after graduating while living at home, and I saved the majority of my earnings. I have about $13,000 saved.)",253
Occupation,Accountant,254
Industry,Finance,254
Age,26,254
Location,"Perth, Australia",254
Salary,"$65,000",254
Paycheck (2x/month),"$1,880",254
Rent,"$180 per week. (I live in a three-bedroom apartment with my boyfriend, and he pays $215 per week. We split everything 50/50 since our finances are not combined.)",254
Student Loan Payment,$300 from a U.S. savings account,254
Gym,"$205, which includes unlimited classes per month. (Yes, I know it's a lot of money, but I go pretty much every day.)",254
"Energy, Wi-Fi & Gas",~$70 for my portion,254
Netflix,$5.50 for my half. (I share an account with my boyfriend.),254
Spotify,$14,254
Phone,$35. (I have a pay-as-you-go monthly plan.),254
Watch,"$395. (I bought my boyfriend a TAG Heuer watch for Christmas, and I have two more monthly payments for it. I can pay it all off now, but I would rather accrue interest in my savings account and pay monthly.)",254
Superannuation,"My company contributes 12.53% of my pre-tax wage to my retirement fund. (I currently have $35,000 saved.)",254
Savings,"I try to transfer $1,200 to my savings every month.",254
Occupation,IT Professional,255
Industry,Higher Education,255
Age,31,255
Location,"Seattle, WA",255
Salary,"$65,400. (My husband and I keep our finances separate, but we do have one joint savings account.)",255
Paycheck (2x/month),"$1,997, after taxes, health insurance, retirement contribution, and transportation.",255
Rent,"I pay $1,225 and my husband pays $750. (We live in a two-bedroom apartment and split rent proportional to income.)",255
Student Loan Payments,$0. (I had scholarships that covered my tuition.),255
Health Insurance,$45,255
Transportation,$25 for a monthly bus pass,255
Car Insurance,$80,255
Utilities,$150,255
"Hulu, Netflix & HBO",$0. (My husband pays for these.),255
Internet,$0. (My husband pays.),255
Phone,$0. (I'm on my family's plan.),255
Roth IRA,$478,255
Long-Term Savings,"$1,120. (My husband and I both contribute to this.)",255
Therapy,$11.20/week,255
Occupation,Retirement Analyst,256
Industry,Human Resources,256
Age,25,256
Location,"Kenosha, WI",256
Salary,"$54,500",256
Paycheck (Biweekly),"$1,535",256
Mortgage Payment,"$1,300, which my husband and I split evenly. (My husband and I maintain completely separate bank accounts, but we do have a joint account that we pay bills out of every month. We split everything equally since we make about the same amount of money. We like to spend our money differently – he doesn't buy much, whereas I love to shop.)",256
Student Loan Payment,"$125. (I have less than $10,000 remaining.)",256
Car Loan Payment,$475,256
Car & Home Insurance,"$160, which my husband and I split equally",256
Internet & Cable,"$118, which my husband and I split equally",256
Hulu,$11.99,256
Netflix,"$0. (Thanks, Dad.)",256
Blue Apron,$120 (which my husband and I split equally),256
Cell Phone,"$0. (Thanks, Mom.)",256
Health Insurance,$0. (I'm still on my parents' insurance.),256
401(k),7% of my paycheck. (My company matches 50% of the first 6%.),256
Credit Card Debt,"$300 this month, but it varies. (My husband and I frequently book travel on my credit card, which has a great rewards program. I try to pay off as much as possible but sometimes we do have a rolling balance.)",256
Savings,$400. I have a direct deposit of $200 set up for each payday.,256
Amazon Prime,$99/year,256
Occupation,Marketing Associate,257
Industry,Nonprofit,257
Age,23,257
Location,"Brooklyn, NY",257
Salary,"$44,000",257
Paycheck Amount (2x/month),"$1,242 after tax and 403(b) contribution",257
Rent,"$1,225. (I live with one roommate.)",257
Student Loan Payments,"$250. (If I keep on this trajectory, I'll pay off my last interest bearing loan by the end of 2018.)",257
Utilities & Internet,~$105,257
MetroCard,$121 for 30 days unlimited,257
Spotify,$9.99,257
Savings,$150,257
403(b),$150,257
HealthInsurance,$0. (My work pays for it.),257
Phone,"$0. (My parents pay for it. Whenever I visit home, I try to do work for my dad's small business as a form of repayment.)",257
Gym,I paid $75 for six months in December.,257
Occupation,Digital Strategist,258
Industry,Journalism,258
Age,24,258
Location,"Boston, MA",258
Salary,"$56,100",258
Paycheck (Monthly),"$1,774, plus $600-$800 in freelance income",258
Rent,"$1,100. (My SO makes about three times my salary, plus a significant bonus, so we split rent 60/40. It's important to me that I feel like I'm paying for my own living expenses, but he always picks up nice dinners, bigger vacation expenses, etc.)",258
Student Loan Payment,"$0. (I graduated from college with $30,000 in private loans, and paid them off two years after graduating.)",258
"Utilities, Cable & WiFi",~$100,258
Spotify,$4,258
Subscription,$4,258
Therapy,$50,258
Headspace,"$12.99. (This is a new expense, suggested by my therapist.)",258
Phone Bill,$97,258
"Netflix, HBO Go & Hulu",I use my boyfriend's.,258
Workout Class Package,"$125, alternating between spin and barre every month",258
Transportation,$0. (I walk to work.),258
401(k),$400,258
Occupation,Human Resources Business Partner,259
Industry,Telecommunications,259
Age,34,259
Location,"Minneapolis, MN",259
Salary,"$68,888",259
Paycheck (2x/month),"$1,783",259
Mortgage,"$1,260, including property taxes and insurance. (My boyfriend pays $600.)",259
Student Loan Payment,$240,259
401(k),$316. (6% of my income.),259
"Medical, Vision & Dental Insurance","$88, pretax",259
Sling TV App,$22,259
Phone Bill,$50. (I'm on a family plan with my parents and boyfriend.),259
Car Insurance,$80,259
Utilities,~$250,259
UNICEF Donation,$7,259
